stimp,skill,slope_pct,clock,length_ft,rollout_m,n_trials,n_holed,n_runaway,n_off_green,n_miss,n_kept,ball_x_m,ball_y_m,axis_x,axis_y
10,scratch,2,3,60,0.00,10000,89,0,0,9911,1513,0.000,18.288,0.7626,-0.6468
10,scratch,2,6,60,0.00,10000,77,0,0,9923,1512,18.288,0.000,-1.0000,0.0000
10,scratch,2,12,60,0.00,10000,82,0,0,9918,1513,-18.288,0.000,1.0000,0.0000
10,scratch,3,3,60,0.00,10000,103,0,0,9897,1509,0.000,18.288,0.9661,-0.2582
10,scratch,3,6,60,0.00,10000,71,0,0,9929,1511,18.288,0.000,-1.0000,0.0000
10,scratch,3,12,60,0.00,10000,136,0,0,9864,1510,-18.288,0.000,1.0000,0.0000
10,scratch,4,3,60,0.00,10000,117,0,0,9883,1514,0.000,18.288,0.9976,-0.0690
10,scratch,4,6,60,0.10,10000,63,0,0,9937,1513,18.288,0.000,-1.0000,0.0000
10,scratch,4,12,60,0.00,10000,184,0,0,9816,1512,-18.288,0.000,1.0000,0.0000
10,scratch,5,3,60,0.00,10000,117,0,0,9883,1510,0.000,18.288,1.0000,-0.0074
10,scratch,5,6,60,0.00,10000,57,0,0,9943,1509,18.288,0.000,-1.0000,0.0000
10,scratch,5,12,60,0.00,10000,208,0,0,9792,1511,-18.288,0.000,1.0000,0.0000
10,scratch,0,12,70,0.00,10000,74,0,0,9926,1514,-21.336,0.000,1.0000,0.0000
10,scratch,1,3,70,0.00,10000,66,0,0,9934,1514,0.000,21.336,0.4664,-0.8846
10,scratch,1,6,70,0.00,10000,64,0,0,9936,1515,21.336,0.000,-1.0000,0.0000
10,scratch,1,12,70,0.00,10000,77,0,0,9923,1511,-21.336,0.000,1.0000,0.0000
10,scratch,2,3,70,0.00,10000,68,0,0,9932,1509,0.000,21.336,0.7958,-0.6056
10,scratch,2,6,70,0.00,10000,50,0,0,9950,1512,21.336,0.000,-1.0000,0.0000
10,scratch,2,12,70,0.00,10000,71,0,0,9929,1510,-21.336,0.000,1.0000,0.0000
10,scratch,3,3,70,0.00,10000,62,0,0,9938,1510,0.000,21.336,0.9693,-0.2460
10,scratch,3,6,70,0.00,10000,38,0,0,9962,1512,21.336,0.000,-1.0000,0.0000
10,scratch,3,12,70,0.00,10000,106,0,0,9894,1511,-21.336,0.000,1.0000,0.0000
10,scratch,4,3,70,0.00,10000,100,0,0,9900,1509,0.000,21.336,0.9980,-0.0638
10,scratch,4,6,70,0.00,10000,58,0,0,9942,1512,21.336,0.000,-1.0000,0.0000
10,scratch,4,12,70,0.00,10000,141,0,0,9859,1515,-21.336,0.000,1.0000,0.0000
10,scratch,5,3,70,0.00,10000,80,0,0,9920,1511,0.000,21.336,1.0000,-0.0065
10,scratch,5,6,70,0.00,10000,30,0,0,9970,1516,21.336,0.000,-1.0000,0.0000
10,scratch,5,12,70,0.00,10000,146,0,0,9854,1511,-21.336,0.000,1.0000,0.0000
10,scratch,0,12,80,0.00,10000,45,0,0,9955,1514,-24.384,0.000,1.0000,0.0000
10,scratch,1,3,80,0.00,10000,49,0,0,9951,1515,0.000,24.384,0.4675,-0.8840
10,scratch,1,6,80,0.00,10000,40,0,0,9960,1512,24.384,0.000,-1.0000,0.0000
10,scratch,1,12,80,0.00,10000,63,0,0,9937,1513,-24.384,0.000,1.0000,0.0000
10,scratch,2,3,80,0.00,10000,56,0,0,9944,1512,0.000,24.384,0.8348,-0.5506
10,scratch,2,6,80,0.00,10000,26,0,0,9974,1514,24.384,0.000,-1.0000,0.0000
10,scratch,2,12,80,0.00,10000,45,0,0,9955,1511,-24.384,0.000,1.0000,0.0000
10,scratch,3,3,80,0.00,10000,59,0,0,9941,1511,0.000,24.384,0.9717,-0.2363
10,scratch,3,6,80,0.00,10000,27,0,0,9973,1510,24.384,0.000,-1.0000,0.0000
10,scratch,3,12,80,0.00,10000,66,0,0,9934,1514,-24.384,0.000,1.0000,0.0000
10,scratch,4,3,80,0.00,10000,61,0,0,9939,1514,0.000,24.384,0.9982,-0.0596
10,scratch,4,6,80,0.00,10000,31,0,0,9969,1513,24.384,0.000,-1.0000,0.0000
10,scratch,4,12,80,0.00,10000,97,0,0,9903,1508,-24.384,0.000,1.0000,0.0000
10,scratch,5,3,80,0.10,10000,81,0,0,9919,1511,0.000,24.384,0.9979,-0.0647
10,scratch,5,6,80,0.10,10000,35,0,0,9965,1508,24.384,0.000,-1.0000,0.0000
10,scratch,5,12,80,0.00,10000,123,0,0,9877,1511,-24.384,0.000,1.0000,0.0000
10,scratch,0,12,90,0.00,10000,41,0,0,9959,1512,-27.432,0.000,1.0000,0.0000
10,scratch,1,3,90,0.00,10000,31,0,0,9969,1510,0.000,27.432,0.4723,-0.8814
10,scratch,1,6,90,0.00,10000,28,0,0,9972,1512,27.432,0.000,-1.0000,0.0000
10,scratch,1,12,90,0.00,10000,22,0,0,9978,1514,-27.432,0.000,1.0000,0.0000
10,scratch,2,3,90,0.00,10000,35,0,0,9965,1514,0.000,27.432,0.8063,-0.5915
10,scratch,2,6,90,0.00,10000,21,0,0,9979,1512,27.432,0.000,-1.0000,0.0000
10,scratch,2,12,90,0.00,10000,38,0,0,9962,1511,-27.432,0.000,1.0000,0.0000
10,scratch,3,3,90,0.00,10000,52,0,0,9948,1512,0.000,27.432,0.9627,-0.2706
10,scratch,3,6,90,0.00,10000,23,0,0,9977,1512,27.432,0.000,-1.0000,0.0000
10,scratch,3,12,90,0.00,10000,44,0,0,9956,1515,-27.432,0.000,1.0000,0.0000
10,scratch,4,3,90,0.00,10000,34,0,0,9966,1512,0.000,27.432,0.9984,-0.0561
10,scratch,4,6,90,0.00,10000,22,0,0,9978,1511,27.432,0.000,-1.0000,0.0000
10,scratch,4,12,90,0.00,10000,66,0,0,9934,1513,-27.432,0.000,1.0000,0.0000
10,scratch,5,3,90,0.00,10000,52,0,0,9948,1514,0.000,27.432,1.0000,-0.0052
10,scratch,5,6,90,0.00,10000,22,0,0,9978,1507,27.432,0.000,-1.0000,0.0000
10,scratch,5,12,90,0.00,10000,91,0,0,9909,1519,-27.432,0.000,1.0000,0.0000
10,scratch,0,12,100,0.00,10000,26,0,0,9974,1512,-30.480,0.000,1.0000,0.0000
10,scratch,1,3,100,0.00,10000,26,0,0,9974,1509,0.000,30.480,0.4743,-0.8804
10,scratch,1,6,100,0.00,10000,19,0,0,9981,1515,30.480,0.000,-1.0000,0.0000
10,scratch,1,12,100,0.00,10000,39,0,0,9961,1511,-30.480,0.000,1.0000,0.0000
10,scratch,2,3,100,0.00,10000,24,0,0,9976,1512,0.000,30.480,0.8112,-0.5847
10,scratch,2,6,100,0.00,10000,16,0,0,9984,1513,30.480,0.000,-1.0000,0.0000
10,scratch,2,12,100,0.00,10000,48,0,0,9952,1514,-30.480,0.000,1.0000,0.0000
10,scratch,3,3,100,0.00,10000,29,0,0,9971,1516,0.000,30.480,0.9751,-0.2220
10,scratch,3,6,100,0.00,10000,17,0,0,9983,1513,30.480,0.000,-1.0000,0.0000
10,scratch,3,12,100,0.00,10000,39,0,0,9961,1510,-30.480,0.000,1.0000,0.0000
10,scratch,4,3,100,0.00,10000,28,0,0,9972,1516,0.000,30.480,0.9986,-0.0534
10,scratch,4,6,100,0.00,10000,13,0,0,9987,1511,30.480,0.000,-1.0000,0.0000
10,scratch,4,12,100,0.00,10000,51,0,0,9949,1510,-30.480,0.000,1.0000,0.0000
10,scratch,5,3,100,0.00,10000,42,0,0,9958,1510,0.000,30.480,1.0000,-0.0047
10,scratch,5,6,100,0.00,10000,11,0,0,9989,1508,30.480,0.000,-1.0000,0.0000
10,scratch,5,12,100,0.00,10000,70,0,0,9930,1515,-30.480,0.000,1.0000,0.0000
10,mid,0,12,10,0.30,10000,2647,0,0,7353,1510,-3.048,0.000,1.0000,0.0000
10,mid,1,3,10,0.30,10000,2603,0,0,7397,1512,0.000,3.048,0.1059,-0.9944
10,mid,1,6,10,0.30,10000,2420,0,0,7580,1509,3.048,0.000,-1.0000,0.0000
10,mid,1,12,10,0.30,10000,2814,0,0,7186,1515,-3.048,0.000,1.0000,0.0000
10,mid,2,3,10,0.30,10000,2544,0,0,7456,1509,0.000,3.048,0.2190,-0.9757
10,mid,2,6,10,0.30,10000,2386,0,0,7614,1512,3.048,0.000,-1.0000,0.0000
10,mid,2,12,10,0.30,10000,3025,0,0,6975,1509,-3.048,0.000,1.0000,0.0000
10,mid,3,3,10,0.30,10000,2450,0,0,7550,1509,0.000,3.048,0.3510,-0.9364
10,mid,3,6,10,0.30,10000,2374,0,0,7626,1511,3.048,0.000,-1.0000,0.0000
10,mid,3,12,10,0.30,10000,3372,0,0,6628,1508,-3.048,0.000,1.0000,0.0000
10,mid,4,3,10,0.30,10000,2293,0,0,7707,1513,0.000,3.048,0.5160,-0.8566
10,mid,4,6,10,0.30,10000,2172,0,0,7828,1513,3.048,0.000,-1.0000,0.0000
10,mid,4,12,10,0.30,10000,3932,0,0,6068,1514,-3.048,0.000,1.0000,0.0000
10,mid,5,3,10,0.30,10000,2062,0,0,7938,1511,0.000,3.048,0.7368,-0.6761
10,mid,5,6,10,0.30,10000,2069,0,0,7931,1508,3.048,0.000,-1.0000,0.0000
10,mid,5,12,10,0.30,10000,4775,0,0,5225,1508,-3.048,0.000,1.0000,0.0000
10,mid,0,12,15,0.30,10000,1333,0,0,8667,1512,-4.572,0.000,1.0000,0.0000
10,mid,1,3,15,0.30,10000,1279,0,0,8721,1514,0.000,4.572,0.1270,-0.9919
10,mid,1,6,15,0.20,10000,1170,0,0,8830,1509,4.572,0.000,-1.0000,0.0000
10,mid,1,12,15,0.30,10000,1431,0,0,8569,1516,-4.572,0.000,1.0000,0.0000
10,mid,2,3,15,0.20,10000,1214,0,0,8786,1515,0.000,4.572,0.3115,-0.9503
10,mid,2,6,15,0.30,10000,1189,0,0,8811,1511,4.572,0.000,-1.0000,0.0000
10,mid,2,12,15,0.20,10000,1480,0,0,8520,1510,-4.572,0.000,1.0000,0.0000
10,mid,3,3,15,0.20,10000,1214,0,0,8786,1511,0.000,4.572,0.4853,-0.8743
10,mid,3,6,15,0.30,10000,1077,0,0,8923,1515,4.572,0.000,-1.0000,0.0000
10,mid,3,12,15,0.30,10000,1738,0,0,8262,1512,-4.572,0.000,1.0000,0.0000
10,mid,4,3,15,0.20,10000,1130,0,0,8870,1516,0.000,4.572,0.6884,-0.7253
10,mid,4,6,15,0.20,10000,1031,0,0,8969,1513,4.572,0.000,-1.0000,0.0000
10,mid,4,12,15,0.20,10000,1909,0,0,8091,1512,-4.572,0.000,1.0000,0.0000
10,mid,5,3,15,0.20,10000,1098,0,0,8902,1506,0.000,4.572,0.9004,-0.4351
10,mid,5,6,15,0.30,10000,1006,0,0,8994,1512,4.572,0.000,-1.0000,0.0000
10,mid,5,12,15,0.30,10000,2536,0,0,7464,1509,-4.572,0.000,1.0000,0.0000
10,mid,0,12,20,0.10,10000,693,0,0,9307,1508,-6.096,0.000,1.0000,0.0000
10,mid,1,3,20,0.10,10000,656,0,0,9344,1510,0.000,6.096,0.2051,-0.9787
10,mid,1,6,20,0.10,10000,647,0,0,9353,1514,6.096,0.000,-1.0000,0.0000
10,mid,1,12,20,0.10,10000,686,0,0,9314,1513,-6.096,0.000,1.0000,0.0000
10,mid,2,3,20,0.00,10000,579,0,0,9421,1517,0.000,6.096,0.7541,-0.6568
10,mid,2,6,20,0.20,10000,642,0,0,9358,1512,6.096,0.000,-1.0000,0.0000
10,mid,2,12,20,0.10,10000,747,0,0,9253,1512,-6.096,0.000,1.0000,0.0000
10,mid,3,3,20,0.10,10000,652,0,0,9348,1508,0.000,6.096,0.6490,-0.7608
10,mid,3,6,20,0.20,10000,591,0,0,9409,1511,6.096,0.000,-1.0000,0.0000
10,mid,3,12,20,0.10,10000,893,0,0,9107,1506,-6.096,0.000,1.0000,0.0000
10,mid,4,3,20,0.00,10000,582,0,0,9418,1508,0.000,6.096,0.9909,-0.1347
10,mid,4,6,20,0.20,10000,534,0,0,9466,1512,6.096,0.000,-1.0000,0.0000
10,mid,4,12,20,0.20,10000,1153,0,0,8847,1511,-6.096,0.000,1.0000,0.0000
10,mid,5,3,20,0.00,10000,505,0,0,9495,1514,0.000,6.096,0.9998,-0.0194
10,mid,5,6,20,0.20,10000,550,0,0,9450,1507,6.096,0.000,-1.0000,0.0000
10,mid,5,12,20,0.20,10000,1403,0,0,8597,1513,-6.096,0.000,1.0000,0.0000
10,mid,0,12,30,0.00,10000,266,0,0,9734,1511,-9.144,0.000,1.0000,0.0000
10,mid,1,3,30,0.00,10000,269,0,0,9731,1510,0.000,9.144,0.4441,-0.8960
10,mid,1,6,30,0.00,10000,222,0,0,9778,1510,9.144,0.000,-1.0000,0.0000
10,mid,1,12,30,0.00,10000,286,0,0,9714,1513,-9.144,0.000,1.0000,0.0000
10,mid,2,3,30,0.00,10000,280,0,0,9720,1510,0.000,9.144,0.7753,-0.6316
10,mid,2,6,30,0.00,10000,211,0,0,9789,1511,9.144,0.000,-1.0000,0.0000
10,mid,2,12,30,0.00,10000,326,0,0,9674,1510,-9.144,0.000,1.0000,0.0000
10,mid,3,3,30,0.00,10000,297,0,0,9703,1515,0.000,9.144,0.9492,-0.3148
10,mid,3,6,30,0.00,10000,218,0,0,9782,1509,9.144,0.000,-1.0000,0.0000
10,mid,3,12,30,0.00,10000,357,0,0,9643,1511,-9.144,0.000,1.0000,0.0000
10,mid,4,3,30,0.00,10000,263,0,0,9737,1511,0.000,9.144,0.9951,-0.0985
10,mid,4,6,30,0.10,10000,226,0,0,9774,1510,9.144,0.000,-1.0000,0.0000
10,mid,4,12,30,0.00,10000,438,0,0,9562,1508,-9.144,0.000,1.0000,0.0000
10,mid,5,3,30,0.00,10000,337,0,0,9663,1509,0.000,9.144,0.9999,-0.0136
10,mid,5,6,30,0.10,10000,204,0,0,9796,1512,9.144,0.000,-1.0000,0.0000
10,mid,5,12,30,0.00,10000,581,0,0,9419,1513,-9.144,0.000,1.0000,0.0000
10,mid,0,12,40,0.00,10000,141,0,0,9859,1509,-12.192,0.000,1.0000,0.0000
10,mid,1,3,40,0.00,10000,135,0,0,9865,1514,0.000,12.192,0.4218,-0.9067
10,mid,1,6,40,0.00,10000,138,0,0,9862,1510,12.192,0.000,-1.0000,0.0000
10,mid,1,12,40,0.00,10000,139,0,0,9861,1508,-12.192,0.000,1.0000,0.0000
10,mid,2,3,40,0.00,10000,124,0,0,9876,1512,0.000,12.192,0.7600,-0.6499
10,mid,2,6,40,0.00,10000,123,0,0,9877,1513,12.192,0.000,-1.0000,0.0000
10,mid,2,12,40,0.00,10000,160,0,0,9840,1512,-12.192,0.000,1.0000,0.0000
10,mid,3,3,40,0.00,10000,154,0,0,9846,1513,0.000,12.192,0.9569,-0.2904
10,mid,3,6,40,0.10,10000,105,0,0,9895,1511,12.192,0.000,-1.0000,0.0000
10,mid,3,12,40,0.00,10000,172,0,0,9828,1509,-12.192,0.000,1.0000,0.0000
10,mid,4,3,40,0.00,10000,189,0,0,9811,1509,0.000,12.192,0.9964,-0.0850
10,mid,4,6,40,0.00,10000,114,0,0,9886,1506,12.192,0.000,-1.0000,0.0000
10,mid,4,12,40,0.00,10000,228,0,0,9772,1516,-12.192,0.000,1.0000,0.0000
10,mid,5,3,40,0.00,10000,207,0,0,9793,1514,0.000,12.192,0.9999,-0.0106
10,mid,5,6,40,0.10,10000,101,0,0,9899,1515,12.192,0.000,-1.0000,0.0000
10,mid,5,12,40,0.00,10000,280,0,0,9720,1510,-12.192,0.000,1.0000,0.0000
10,mid,0,12,50,0.00,10000,87,0,0,9913,1511,-15.240,0.000,1.0000,0.0000
10,mid,1,3,50,0.00,10000,91,0,0,9909,1512,0.000,15.240,0.4720,-0.8816
10,mid,1,6,50,0.00,10000,89,0,0,9911,1512,15.240,0.000,-1.0000,0.0000
10,mid,1,12,50,0.00,10000,88,0,0,9912,1515,-15.240,0.000,1.0000,0.0000
10,mid,2,3,50,0.00,10000,98,0,0,9902,1506,0.000,15.240,0.7588,-0.6513
10,mid,2,6,50,0.00,10000,64,0,0,9936,1511,15.240,0.000,-1.0000,0.0000
10,mid,2,12,50,0.00,10000,89,0,0,9911,1510,-15.240,0.000,1.0000,0.0000
10,mid,3,3,50,0.00,10000,102,0,0,9898,1508,0.000,15.240,0.9625,-0.2714
10,mid,3,6,50,0.00,10000,57,0,0,9943,1509,15.240,0.000,-1.0000,0.0000
10,mid,3,12,50,0.00,10000,126,0,0,9874,1511,-15.240,0.000,1.0000,0.0000
10,mid,4,3,50,0.00,10000,91,0,0,9909,1512,0.000,15.240,0.9966,-0.0822
10,mid,4,6,50,0.00,10000,58,0,0,9942,1513,15.240,0.000,-1.0000,0.0000
10,mid,4,12,50,0.00,10000,146,0,0,9854,1510,-15.240,0.000,1.0000,0.0000
10,mid,5,3,50,0.00,10000,125,0,0,9875,1509,0.000,15.240,1.0000,-0.0087
10,mid,5,6,50,0.00,10000,47,0,0,9953,1511,15.240,0.000,-1.0000,0.0000
10,mid,5,12,50,0.00,10000,185,0,0,9815,1511,-15.240,0.000,1.0000,0.0000
10,mid,0,12,60,0.00,10000,57,0,0,9943,1515,-18.288,0.000,1.0000,0.0000
10,mid,1,3,60,0.00,10000,57,0,0,9943,1511,0.000,18.288,0.4822,-0.8761
10,mid,1,6,60,0.00,10000,44,0,0,9956,1515,18.288,0.000,-1.0000,0.0000
10,mid,1,12,60,0.00,10000,50,0,0,9950,1513,-18.288,0.000,1.0000,0.0000
10,mid,2,3,60,0.00,10000,62,0,0,9938,1513,0.000,18.288,0.7626,-0.6468
10,mid,2,6,60,0.00,10000,39,0,0,9961,1511,18.288,0.000,-1.0000,0.0000
10,mid,2,12,60,0.00,10000,41,0,0,9959,1511,-18.288,0.000,1.0000,0.0000
10,mid,3,3,60,0.00,10000,61,0,0,9939,1511,0.000,18.288,0.9661,-0.2582
10,mid,3,6,60,0.00,10000,45,0,0,9955,1511,18.288,0.000,-1.0000,0.0000
10,mid,3,12,60,0.00,10000,72,0,0,9928,1510,-18.288,0.000,1.0000,0.0000
10,mid,4,3,60,0.00,10000,67,0,0,9933,1511,0.000,18.288,0.9976,-0.0690
10,mid,4,6,60,0.00,10000,34,0,0,9966,1511,18.288,0.000,-1.0000,0.0000
10,mid,4,12,60,0.00,10000,111,0,0,9889,1513,-18.288,0.000,1.0000,0.0000
10,mid,5,3,60,0.00,10000,88,0,0,9912,1509,0.000,18.288,1.0000,-0.0074
10,mid,5,6,60,0.00,10000,28,0,0,9972,1509,18.288,0.000,-1.0000,0.0000
10,mid,5,12,60,0.00,10000,123,0,0,9877,1515,-18.288,0.000,1.0000,0.0000
10,mid,0,12,70,0.00,10000,52,0,0,9948,1513,-21.336,0.000,1.0000,0.0000
10,mid,1,3,70,0.00,10000,33,0,0,9967,1514,0.000,21.336,0.4664,-0.8846
10,mid,1,6,70,0.00,10000,33,0,0,9967,1514,21.336,0.000,-1.0000,0.0000
10,mid,1,12,70,0.00,10000,42,0,0,9958,1510,-21.336,0.000,1.0000,0.0000
10,mid,2,3,70,0.00,10000,43,0,0,9957,1512,0.000,21.336,0.7958,-0.6056
10,mid,2,6,70,0.00,10000,31,0,0,9969,1510,21.336,0.000,-1.0000,0.0000
10,mid,2,12,70,0.00,10000,44,0,0,9956,1509,-21.336,0.000,1.0000,0.0000
10,mid,3,3,70,0.00,10000,46,0,0,9954,1513,0.000,21.336,0.9693,-0.2460
10,mid,3,6,70,0.00,10000,18,0,0,9982,1511,21.336,0.000,-1.0000,0.0000
10,mid,3,12,70,0.00,10000,64,0,0,9936,1513,-21.336,0.000,1.0000,0.0000
10,mid,4,3,70,0.00,10000,48,0,0,9952,1515,0.000,21.336,0.9980,-0.0638
10,mid,4,6,70,0.00,10000,34,0,0,9966,1512,21.336,0.000,-1.0000,0.0000
10,mid,4,12,70,0.00,10000,84,0,0,9916,1513,-21.336,0.000,1.0000,0.0000
10,mid,5,3,70,0.00,10000,60,0,0,9940,1508,0.000,21.336,1.0000,-0.0065
10,mid,5,6,70,0.00,10000,13,0,0,9987,1515,21.336,0.000,-1.0000,0.0000
10,mid,5,12,70,0.00,10000,83,0,0,9917,1513,-21.336,0.000,1.0000,0.0000
10,mid,0,12,80,0.00,10000,18,0,0,9982,1514,-24.384,0.000,1.0000,0.0000
10,mid,1,3,80,0.00,10000,29,0,0,9971,1516,0.000,24.384,0.4675,-0.8840
10,mid,1,6,80,0.00,10000,18,0,0,9982,1509,24.384,0.000,-1.0000,0.0000
10,mid,1,12,80,0.00,10000,39,0,0,9961,1512,-24.384,0.000,1.0000,0.0000
10,mid,2,3,80,0.00,10000,27,0,0,9973,1509,0.000,24.384,0.8348,-0.5506
10,mid,2,6,80,0.00,10000,8,0,0,9992,1515,24.384,0.000,-1.0000,0.0000
10,mid,2,12,80,0.00,10000,21,0,0,9979,1514,-24.384,0.000,1.0000,0.0000
10,mid,3,3,80,0.00,10000,34,0,0,9966,1509,0.000,24.384,0.9717,-0.2363
10,mid,3,6,80,0.00,10000,11,0,0,9989,1511,24.384,0.000,-1.0000,0.0000
10,mid,3,12,80,0.00,10000,33,0,0,9967,1511,-24.384,0.000,1.0000,0.0000
10,mid,4,3,80,0.00,10000,30,0,0,9970,1509,0.000,24.384,0.9982,-0.0596
10,mid,4,6,80,0.00,10000,11,0,0,9989,1511,24.384,0.000,-1.0000,0.0000
10,mid,4,12,80,0.00,10000,56,0,0,9944,1510,-24.384,0.000,1.0000,0.0000
10,mid,5,3,80,0.00,10000,51,0,0,9949,1508,0.000,24.384,1.0000,-0.0058
10,mid,5,6,80,0.00,10000,17,0,0,9983,1512,24.384,0.000,-1.0000,0.0000
10,mid,5,12,80,0.00,10000,69,0,0,9931,1513,-24.384,0.000,1.0000,0.0000
10,mid,0,12,90,0.00,10000,25,0,0,9975,1512,-27.432,0.000,1.0000,0.0000
10,mid,1,3,90,0.00,10000,17,0,0,9983,1507,0.000,27.432,0.4723,-0.8814
10,mid,1,6,90,0.00,10000,13,0,0,9987,1508,27.432,0.000,-1.0000,0.0000
10,mid,1,12,90,0.00,10000,12,0,0,9988,1512,-27.432,0.000,1.0000,0.0000
10,mid,2,3,90,0.00,10000,22,0,0,9978,1515,0.000,27.432,0.8063,-0.5915
10,mid,2,6,90,0.00,10000,15,0,0,9985,1511,27.432,0.000,-1.0000,0.0000
10,mid,2,12,90,0.00,10000,18,0,0,9982,1512,-27.432,0.000,1.0000,0.0000
10,mid,3,3,90,0.00,10000,22,0,0,9978,1509,0.000,27.432,0.9627,-0.2706
10,mid,3,6,90,0.00,10000,8,0,0,9992,1512,27.432,0.000,-1.0000,0.0000
10,mid,3,12,90,0.00,10000,28,0,0,9972,1513,-27.432,0.000,1.0000,0.0000
10,mid,4,3,90,0.00,10000,27,0,0,9973,1512,0.000,27.432,0.9984,-0.0561
10,mid,4,6,90,0.00,10000,15,0,0,9985,1510,27.432,0.000,-1.0000,0.0000
10,mid,4,12,90,0.00,10000,39,0,0,9961,1513,-27.432,0.000,1.0000,0.0000
10,mid,5,3,90,0.00,10000,28,0,0,9972,1510,0.000,27.432,1.0000,-0.0052
10,mid,5,6,90,0.00,10000,11,0,0,9989,1507,27.432,0.000,-1.0000,0.0000
10,mid,5,12,90,0.00,10000,50,0,0,9950,1513,-27.432,0.000,1.0000,0.0000
10,mid,0,12,100,0.00,10000,15,0,0,9985,1510,-30.480,0.000,1.0000,0.0000
10,mid,1,3,100,0.00,10000,10,0,0,9990,1513,0.000,30.480,0.4743,-0.8804
10,mid,1,6,100,0.00,10000,9,0,0,9991,1513,30.480,0.000,-1.0000,0.0000
10,mid,1,12,100,0.00,10000,17,0,0,9983,1509,-30.480,0.000,1.0000,0.0000
10,mid,2,3,100,0.00,10000,12,0,0,9988,1510,0.000,30.480,0.8112,-0.5847
10,mid,2,6,100,0.00,10000,9,0,0,9991,1511,30.480,0.000,-1.0000,0.0000
10,mid,2,12,100,0.00,10000,25,0,0,9975,1517,-30.480,0.000,1.0000,0.0000
10,mid,3,3,100,0.00,10000,21,0,0,9979,1511,0.000,30.480,0.9751,-0.2220
10,mid,3,6,100,0.00,10000,9,0,0,9991,1511,30.480,0.000,-1.0000,0.0000
10,mid,3,12,100,0.00,10000,20,0,0,9980,1512,-30.480,0.000,1.0000,0.0000
10,mid,4,3,100,0.00,10000,15,0,0,9985,1515,0.000,30.480,0.9986,-0.0534
10,mid,4,6,100,0.00,10000,8,0,0,9992,1511,30.480,0.000,-1.0000,0.0000
10,mid,4,12,100,0.00,10000,31,0,0,9969,1512,-30.480,0.000,1.0000,0.0000
10,mid,5,3,100,0.00,10000,17,0,0,9983,1510,0.000,30.480,1.0000,-0.0047
10,mid,5,6,100,0.00,10000,6,0,0,9994,1508,30.480,0.000,-1.0000,0.0000
10,mid,5,12,100,0.00,10000,37,0,0,9963,1512,-30.480,0.000,1.0000,0.0000
10,high,0,12,10,0.20,10000,1971,0,0,8029,1511,-3.048,0.000,1.0000,0.0000
10,high,1,3,10,0.20,10000,1998,0,0,8002,1513,0.000,3.048,0.1249,-0.9922
10,high,1,6,10,0.30,10000,1928,0,0,8072,1510,3.048,0.000,-1.0000,0.0000
10,high,1,12,10,0.20,10000,2133,0,0,7867,1515,-3.048,0.000,1.0000,0.0000
10,high,2,3,10,0.20,10000,1936,0,0,8064,1508,0.000,3.048,0.2624,-0.9649
10,high,2,6,10,0.20,10000,1783,0,0,8217,1512,3.048,0.000,-1.0000,0.0000
10,high,2,12,10,0.30,10000,2393,0,0,7607,1510,-3.048,0.000,1.0000,0.0000
10,high,3,3,10,0.30,10000,1992,0,0,8008,1512,0.000,3.048,0.3510,-0.9364
10,high,3,6,10,0.20,10000,1785,0,0,8215,1508,3.048,0.000,-1.0000,0.0000
10,high,3,12,10,0.30,10000,2672,0,0,7328,1510,-3.048,0.000,1.0000,0.0000
10,high,4,3,10,0.30,10000,1931,0,0,8069,1512,0.000,3.048,0.5160,-0.8566
10,high,4,6,10,0.30,10000,1701,0,0,8299,1510,3.048,0.000,-1.0000,0.0000
10,high,4,12,10,0.30,10000,3149,0,0,6851,1513,-3.048,0.000,1.0000,0.0000
10,high,5,3,10,0.30,10000,1810,0,0,8190,1510,0.000,3.048,0.7368,-0.6761
10,high,5,6,10,0.30,10000,1600,0,0,8400,1508,3.048,0.000,-1.0000,0.0000
10,high,5,12,10,0.30,10000,3851,0,0,6149,1511,-3.048,0.000,1.0000,0.0000
10,high,0,12,15,0.20,10000,946,0,0,9054,1511,-4.572,0.000,1.0000,0.0000
10,high,1,3,15,0.10,10000,829,0,0,9171,1515,0.000,4.572,0.1840,-0.9829
10,high,1,6,15,0.10,10000,822,0,0,9178,1512,4.572,0.000,-1.0000,0.0000
10,high,1,12,15,0.10,10000,917,0,0,9083,1519,-4.572,0.000,1.0000,0.0000
10,high,2,3,15,0.10,10000,851,0,0,9149,1512,0.000,4.572,0.3853,-0.9228
10,high,2,6,15,0.20,10000,811,0,0,9189,1512,4.572,0.000,-1.0000,0.0000
10,high,2,12,15,0.10,10000,1045,0,0,8955,1510,-4.572,0.000,1.0000,0.0000
10,high,3,3,15,0.10,10000,846,0,0,9154,1510,0.000,4.572,0.5955,-0.8034
10,high,3,6,15,0.20,10000,772,0,0,9228,1512,4.572,0.000,-1.0000,0.0000
10,high,3,12,15,0.10,10000,1119,0,0,8881,1512,-4.572,0.000,1.0000,0.0000
10,high,4,3,15,0.20,10000,913,0,0,9087,1517,0.000,4.572,0.6884,-0.7253
10,high,4,6,15,0.20,10000,766,0,0,9234,1514,4.572,0.000,-1.0000,0.0000
10,high,4,12,15,0.10,10000,1332,0,0,8668,1509,-4.572,0.000,1.0000,0.0000
10,high,5,3,15,0.10,10000,783,0,0,9217,1508,0.000,4.572,0.9646,-0.2635
