stimp,skill,slope_pct,clock,length_ft,rollout_m,n_trials,n_holed,n_runaway,n_off_green,n_miss,n_kept,ball_x_m,ball_y_m,axis_x,axis_y
10,high,5,6,15,0.20,10000,706,0,0,9294,1513,4.572,0.000,-1.0000,0.0000
10,high,5,12,15,0.20,10000,1818,0,0,8182,1509,-4.572,0.000,1.0000,0.0000
10,high,0,12,20,0.00,10000,485,0,0,9515,1511,-6.096,0.000,1.0000,0.0000
10,high,1,3,20,0.00,10000,440,0,0,9560,1509,0.000,6.096,0.4222,-0.9065
10,high,1,6,20,0.10,10000,482,0,0,9518,1516,6.096,0.000,-1.0000,0.0000
10,high,1,12,20,0.00,10000,469,0,0,9531,1514,-6.096,0.000,1.0000,0.0000
10,high,2,3,20,0.10,10000,475,0,0,9525,1513,0.000,6.096,0.4184,-0.9083
10,high,2,6,20,0.10,10000,425,0,0,9575,1513,6.096,0.000,-1.0000,0.0000
10,high,2,12,20,0.00,10000,481,0,0,9519,1511,-6.096,0.000,1.0000,0.0000
10,high,3,3,20,0.00,10000,453,0,0,9547,1507,0.000,6.096,0.9354,-0.3537
10,high,3,6,20,0.10,10000,402,0,0,9598,1512,6.096,0.000,-1.0000,0.0000
10,high,3,12,20,0.00,10000,590,0,0,9410,1509,-6.096,0.000,1.0000,0.0000
10,high,4,3,20,0.00,10000,478,0,0,9522,1510,0.000,6.096,0.9909,-0.1347
10,high,4,6,20,0.10,10000,370,0,0,9630,1513,6.096,0.000,-1.0000,0.0000
10,high,4,12,20,0.00,10000,691,0,0,9309,1512,-6.096,0.000,1.0000,0.0000
10,high,5,3,20,0.00,10000,441,0,0,9559,1514,0.000,6.096,0.9998,-0.0194
10,high,5,6,20,0.10,10000,378,0,0,9622,1510,6.096,0.000,-1.0000,0.0000
10,high,5,12,20,0.00,10000,865,0,0,9135,1513,-6.096,0.000,1.0000,0.0000
10,high,0,12,30,0.00,10000,189,0,0,9811,1512,-9.144,0.000,1.0000,0.0000
10,high,1,3,30,0.00,10000,178,0,0,9822,1512,0.000,9.144,0.4441,-0.8960
10,high,1,6,30,0.00,10000,155,0,0,9845,1509,9.144,0.000,-1.0000,0.0000
10,high,1,12,30,0.00,10000,199,0,0,9801,1508,-9.144,0.000,1.0000,0.0000
10,high,2,3,30,0.00,10000,219,0,0,9781,1510,0.000,9.144,0.7753,-0.6316
10,high,2,6,30,0.00,10000,129,0,0,9871,1511,9.144,0.000,-1.0000,0.0000
10,high,2,12,30,0.00,10000,216,0,0,9784,1514,-9.144,0.000,1.0000,0.0000
10,high,3,3,30,0.00,10000,201,0,0,9799,1515,0.000,9.144,0.9492,-0.3148
10,high,3,6,30,0.00,10000,150,0,0,9850,1511,9.144,0.000,-1.0000,0.0000
10,high,3,12,30,0.00,10000,246,0,0,9754,1512,-9.144,0.000,1.0000,0.0000
10,high,4,3,30,0.00,10000,190,0,0,9810,1512,0.000,9.144,0.9951,-0.0985
10,high,4,6,30,0.00,10000,160,0,0,9840,1511,9.144,0.000,-1.0000,0.0000
10,high,4,12,30,0.00,10000,328,0,0,9672,1508,-9.144,0.000,1.0000,0.0000
10,high,5,3,30,0.00,10000,269,0,0,9731,1511,0.000,9.144,0.9999,-0.0136
10,high,5,6,30,0.00,10000,142,0,0,9858,1510,9.144,0.000,-1.0000,0.0000
10,high,5,12,30,0.00,10000,410,0,0,9590,1512,-9.144,0.000,1.0000,0.0000
10,high,0,12,40,0.00,10000,95,0,0,9905,1511,-12.192,0.000,1.0000,0.0000
10,high,1,3,40,0.00,10000,91,0,0,9909,1515,0.000,12.192,0.4218,-0.9067
10,high,1,6,40,0.00,10000,99,0,0,9901,1510,12.192,0.000,-1.0000,0.0000
10,high,1,12,40,0.00,10000,94,0,0,9906,1506,-12.192,0.000,1.0000,0.0000
10,high,2,3,40,0.00,10000,97,0,0,9903,1510,0.000,12.192,0.7600,-0.6499
10,high,2,6,40,0.00,10000,92,0,0,9908,1510,12.192,0.000,-1.0000,0.0000
10,high,2,12,40,0.00,10000,113,0,0,9887,1513,-12.192,0.000,1.0000,0.0000
10,high,3,3,40,0.00,10000,111,0,0,9889,1514,0.000,12.192,0.9569,-0.2904
10,high,3,6,40,0.00,10000,57,0,0,9943,1514,12.192,0.000,-1.0000,0.0000
10,high,3,12,40,0.00,10000,120,0,0,9880,1509,-12.192,0.000,1.0000,0.0000
10,high,4,3,40,0.00,10000,129,0,0,9871,1510,0.000,12.192,0.9964,-0.0850
10,high,4,6,40,0.00,10000,78,0,0,9922,1508,12.192,0.000,-1.0000,0.0000
10,high,4,12,40,0.00,10000,160,0,0,9840,1513,-12.192,0.000,1.0000,0.0000
10,high,5,3,40,0.00,10000,152,0,0,9848,1513,0.000,12.192,0.9999,-0.0106
10,high,5,6,40,0.00,10000,63,0,0,9937,1510,12.192,0.000,-1.0000,0.0000
10,high,5,12,40,0.00,10000,193,0,0,9807,1509,-12.192,0.000,1.0000,0.0000
10,high,0,12,50,0.00,10000,59,0,0,9941,1510,-15.240,0.000,1.0000,0.0000
10,high,1,3,50,0.00,10000,75,0,0,9925,1512,0.000,15.240,0.4720,-0.8816
10,high,1,6,50,0.00,10000,64,0,0,9936,1512,15.240,0.000,-1.0000,0.0000
10,high,1,12,50,0.00,10000,63,0,0,9937,1516,-15.240,0.000,1.0000,0.0000
10,high,2,3,50,0.00,10000,73,0,0,9927,1510,0.000,15.240,0.7588,-0.6513
10,high,2,6,50,0.00,10000,53,0,0,9947,1511,15.240,0.000,-1.0000,0.0000
10,high,2,12,50,0.00,10000,56,0,0,9944,1513,-15.240,0.000,1.0000,0.0000
10,high,3,3,50,0.00,10000,55,0,0,9945,1507,0.000,15.240,0.9625,-0.2714
10,high,3,6,50,0.00,10000,40,0,0,9960,1513,15.240,0.000,-1.0000,0.0000
10,high,3,12,50,0.00,10000,83,0,0,9917,1510,-15.240,0.000,1.0000,0.0000
10,high,4,3,50,0.00,10000,72,0,0,9928,1509,0.000,15.240,0.9966,-0.0822
10,high,4,6,50,0.00,10000,39,0,0,9961,1512,15.240,0.000,-1.0000,0.0000
10,high,4,12,50,0.00,10000,99,0,0,9901,1509,-15.240,0.000,1.0000,0.0000
10,high,5,3,50,0.00,10000,96,0,0,9904,1511,0.000,15.240,1.0000,-0.0087
10,high,5,6,50,0.00,10000,29,0,0,9971,1509,15.240,0.000,-1.0000,0.0000
10,high,5,12,50,0.00,10000,125,0,0,9875,1510,-15.240,0.000,1.0000,0.0000
10,high,0,12,60,0.00,10000,38,0,0,9962,1513,-18.288,0.000,1.0000,0.0000
10,high,1,3,60,0.00,10000,37,0,0,9963,1511,0.000,18.288,0.4822,-0.8761
10,high,1,6,60,0.00,10000,34,0,0,9966,1510,18.288,0.000,-1.0000,0.0000
10,high,1,12,60,0.00,10000,28,0,0,9972,1511,-18.288,0.000,1.0000,0.0000
10,high,2,3,60,0.00,10000,29,0,0,9971,1510,0.000,18.288,0.7626,-0.6468
10,high,2,6,60,0.00,10000,21,0,0,9979,1511,18.288,0.000,-1.0000,0.0000
10,high,2,12,60,0.00,10000,25,0,0,9975,1507,-18.288,0.000,1.0000,0.0000
10,high,3,3,60,0.00,10000,42,0,0,9958,1510,0.000,18.288,0.9661,-0.2582
10,high,3,6,60,0.00,10000,29,0,0,9971,1508,18.288,0.000,-1.0000,0.0000
10,high,3,12,60,0.00,10000,48,0,0,9952,1509,-18.288,0.000,1.0000,0.0000
10,high,4,3,60,0.00,10000,56,0,0,9944,1513,0.000,18.288,0.9976,-0.0690
10,high,4,6,60,0.00,10000,24,0,0,9976,1507,18.288,0.000,-1.0000,0.0000
10,high,4,12,60,0.00,10000,75,0,0,9925,1512,-18.288,0.000,1.0000,0.0000
10,high,5,3,60,0.00,10000,64,0,0,9936,1508,0.000,18.288,1.0000,-0.0074
10,high,5,6,60,0.00,10000,14,0,0,9986,1507,18.288,0.000,-1.0000,0.0000
10,high,5,12,60,0.00,10000,83,0,0,9917,1512,-18.288,0.000,1.0000,0.0000
10,high,0,12,70,0.00,10000,34,0,0,9966,1513,-21.336,0.000,1.0000,0.0000
10,high,1,3,70,0.00,10000,16,0,0,9984,1512,0.000,21.336,0.4664,-0.8846
10,high,1,6,70,0.00,10000,23,0,0,9977,1513,21.336,0.000,-1.0000,0.0000
10,high,1,12,70,0.00,10000,29,0,0,9971,1511,-21.336,0.000,1.0000,0.0000
10,high,2,3,70,0.00,10000,29,0,0,9971,1508,0.000,21.336,0.7958,-0.6056
10,high,2,6,70,0.00,10000,24,0,0,9976,1509,21.336,0.000,-1.0000,0.0000
10,high,2,12,70,0.00,10000,28,0,0,9972,1509,-21.336,0.000,1.0000,0.0000
10,high,3,3,70,0.00,10000,29,0,0,9971,1510,0.000,21.336,0.9693,-0.2460
10,high,3,6,70,0.00,10000,13,0,0,9987,1508,21.336,0.000,-1.0000,0.0000
10,high,3,12,70,0.00,10000,47,0,0,9953,1510,-21.336,0.000,1.0000,0.0000
10,high,4,3,70,0.00,10000,30,0,0,9970,1515,0.000,21.336,0.9980,-0.0638
10,high,4,6,70,0.00,10000,20,0,0,9980,1509,21.336,0.000,-1.0000,0.0000
10,high,4,12,70,0.00,10000,51,0,0,9949,1512,-21.336,0.000,1.0000,0.0000
10,high,5,3,70,0.00,10000,38,0,0,9962,1509,0.000,21.336,1.0000,-0.0065
10,high,5,6,70,0.00,10000,9,0,0,9991,1513,21.336,0.000,-1.0000,0.0000
10,high,5,12,70,0.00,10000,56,0,0,9944,1509,-21.336,0.000,1.0000,0.0000
10,high,0,12,80,0.00,10000,14,0,0,9986,1516,-24.384,0.000,1.0000,0.0000
10,high,1,3,80,0.00,10000,21,0,0,9979,1513,0.000,24.384,0.4675,-0.8840
10,high,1,6,80,0.00,10000,13,0,0,9987,1510,24.384,0.000,-1.0000,0.0000
10,high,1,12,80,0.00,10000,19,0,0,9981,1511,-24.384,0.000,1.0000,0.0000
10,high,2,3,80,0.00,10000,21,0,0,9979,1511,0.000,24.384,0.8348,-0.5506
10,high,2,6,80,0.00,10000,6,0,0,9994,1514,24.384,0.000,-1.0000,0.0000
10,high,2,12,80,0.00,10000,17,0,0,9983,1513,-24.384,0.000,1.0000,0.0000
10,high,3,3,80,0.00,10000,19,0,0,9981,1508,0.000,24.384,0.9717,-0.2363
10,high,3,6,80,0.00,10000,5,0,0,9995,1510,24.384,0.000,-1.0000,0.0000
10,high,3,12,80,0.00,10000,25,0,0,9975,1513,-24.384,0.000,1.0000,0.0000
10,high,4,3,80,0.00,10000,21,0,0,9979,1511,0.000,24.384,0.9982,-0.0596
10,high,4,6,80,0.00,10000,7,0,0,9993,1514,24.384,0.000,-1.0000,0.0000
10,high,4,12,80,0.00,10000,34,0,0,9966,1510,-24.384,0.000,1.0000,0.0000
10,high,5,3,80,0.00,10000,26,0,0,9974,1509,0.000,24.384,1.0000,-0.0058
10,high,5,6,80,0.00,10000,9,0,0,9991,1511,24.384,0.000,-1.0000,0.0000
10,high,5,12,80,0.00,10000,48,0,0,9952,1509,-24.384,0.000,1.0000,0.0000
10,high,0,12,90,0.00,10000,13,0,0,9987,1510,-27.432,0.000,1.0000,0.0000
10,high,1,3,90,0.00,10000,16,0,0,9984,1510,0.000,27.432,0.4723,-0.8814
10,high,1,6,90,0.00,10000,7,0,0,9993,1511,27.432,0.000,-1.0000,0.0000
10,high,1,12,90,0.00,10000,7,0,0,9993,1509,-27.432,0.000,1.0000,0.0000
10,high,2,3,90,0.00,10000,10,0,0,9990,1512,0.000,27.432,0.8063,-0.5915
10,high,2,6,90,0.00,10000,9,0,0,9991,1510,27.432,0.000,-1.0000,0.0000
10,high,2,12,90,0.00,10000,8,0,0,9992,1511,-27.432,0.000,1.0000,0.0000
10,high,3,3,90,0.00,10000,15,0,0,9985,1510,0.000,27.432,0.9627,-0.2706
10,high,3,6,90,0.00,10000,5,0,0,9995,1510,27.432,0.000,-1.0000,0.0000
10,high,3,12,90,0.00,10000,21,0,0,9979,1512,-27.432,0.000,1.0000,0.0000
10,high,4,3,90,0.00,10000,18,0,0,9982,1512,0.000,27.432,0.9984,-0.0561
10,high,4,6,90,0.00,10000,10,0,0,9990,1511,27.432,0.000,-1.0000,0.0000
10,high,4,12,90,0.00,10000,27,0,0,9973,1510,-27.432,0.000,1.0000,0.0000
10,high,5,3,90,0.00,10000,25,0,0,9975,1510,0.000,27.432,1.0000,-0.0052
10,high,5,6,90,0.00,10000,9,0,0,9991,1511,27.432,0.000,-1.0000,0.0000
10,high,5,12,90,0.00,10000,38,0,0,9962,1515,-27.432,0.000,1.0000,0.0000
10,high,0,12,100,0.00,10000,10,0,0,9990,1511,-30.480,0.000,1.0000,0.0000
10,high,1,3,100,0.00,10000,7,0,0,9993,1512,0.000,30.480,0.4743,-0.8804
10,high,1,6,100,0.00,10000,4,0,0,9996,1511,30.480,0.000,-1.0000,0.0000
10,high,1,12,100,0.00,10000,14,0,0,9986,1511,-30.480,0.000,1.0000,0.0000
10,high,2,3,100,0.00,10000,5,0,0,9995,1507,0.000,30.480,0.8112,-0.5847
10,high,2,6,100,0.00,10000,6,0,0,9994,1511,30.480,0.000,-1.0000,0.0000
10,high,2,12,100,0.00,10000,13,0,0,9987,1514,-30.480,0.000,1.0000,0.0000
10,high,3,3,100,0.00,10000,6,0,0,9994,1513,0.000,30.480,0.9751,-0.2220
10,high,3,6,100,0.00,10000,6,0,0,9994,1510,30.480,0.000,-1.0000,0.0000
10,high,3,12,100,0.00,10000,15,0,0,9985,1510,-30.480,0.000,1.0000,0.0000
10,high,4,3,100,0.00,10000,8,0,0,9992,1517,0.000,30.480,0.9986,-0.0534
10,high,4,6,100,0.00,10000,6,0,0,9994,1509,30.480,0.000,-1.0000,0.0000
10,high,4,12,100,0.00,10000,20,0,0,9980,1510,-30.480,0.000,1.0000,0.0000
10,high,5,3,100,0.00,10000,11,0,0,9989,1512,0.000,30.480,1.0000,-0.0047
10,high,5,6,100,0.00,10000,4,0,0,9996,1511,30.480,0.000,-1.0000,0.0000
10,high,5,12,100,0.00,10000,23,0,0,9977,1513,-30.480,0.000,1.0000,0.0000
10,hcp30,0,12,10,0.20,10000,1589,0,0,8411,1511,-3.048,0.000,1.0000,0.0000
10,hcp30,1,3,10,0.10,10000,1443,0,0,8557,1509,0.000,3.048,0.1630,-0.9866
10,hcp30,1,6,10,0.10,10000,1371,0,0,8629,1511,3.048,0.000,-1.0000,0.0000
10,hcp30,1,12,10,0.10,10000,1618,0,0,8382,1511,-3.048,0.000,1.0000,0.0000
10,hcp30,2,3,10,0.20,10000,1500,0,0,8500,1507,0.000,3.048,0.2624,-0.9649
10,hcp30,2,6,10,0.20,10000,1419,0,0,8581,1513,3.048,0.000,-1.0000,0.0000
10,hcp30,2,12,10,0.10,10000,1697,0,0,8303,1507,-3.048,0.000,1.0000,0.0000
10,hcp30,3,3,10,0.20,10000,1331,0,0,8669,1515,0.000,3.048,0.4176,-0.9086
10,hcp30,3,6,10,0.20,10000,1438,0,0,8562,1507,3.048,0.000,-1.0000,0.0000
10,hcp30,3,12,10,0.20,10000,2069,0,0,7931,1509,-3.048,0.000,1.0000,0.0000
10,hcp30,4,3,10,0.20,10000,1099,0,0,8901,1509,0.000,3.048,0.6105,-0.7920
10,hcp30,4,6,10,0.20,10000,1268,0,0,8732,1513,3.048,0.000,-1.0000,0.0000
10,hcp30,4,12,10,0.20,10000,2459,0,0,7541,1513,-3.048,0.000,1.0000,0.0000
10,hcp30,5,3,10,0.20,10000,925,0,0,9075,1510,0.000,3.048,0.8312,-0.5559
10,hcp30,5,6,10,0.20,10000,1195,0,0,8805,1507,3.048,0.000,-1.0000,0.0000
10,hcp30,5,12,10,0.30,10000,3146,0,0,6854,1508,-3.048,0.000,1.0000,0.0000
10,hcp30,0,12,15,0.00,10000,761,0,0,9239,1510,-4.572,0.000,1.0000,0.0000
10,hcp30,1,3,15,0.10,10000,747,0,0,9253,1512,0.000,4.572,0.1840,-0.9829
10,hcp30,1,6,15,0.10,10000,780,0,0,9220,1508,4.572,0.000,-1.0000,0.0000
10,hcp30,1,12,15,0.00,10000,839,0,0,9161,1515,-4.572,0.000,1.0000,0.0000
10,hcp30,2,3,15,0.10,10000,743,0,0,9257,1512,0.000,4.572,0.3853,-0.9228
10,hcp30,2,6,15,0.00,10000,668,0,0,9332,1510,4.572,0.000,-1.0000,0.0000
10,hcp30,2,12,15,0.00,10000,902,0,0,9098,1509,-4.572,0.000,1.0000,0.0000
10,hcp30,3,3,15,0.10,10000,622,0,0,9378,1509,0.000,4.572,0.5955,-0.8034
10,hcp30,3,6,15,0.00,10000,603,0,0,9397,1513,4.572,0.000,-1.0000,0.0000
10,hcp30,3,12,15,0.00,10000,1001,0,0,8999,1513,-4.572,0.000,1.0000,0.0000
10,hcp30,4,3,15,0.20,10000,610,0,0,9390,1513,0.000,4.572,0.6884,-0.7253
10,hcp30,4,6,15,0.10,10000,654,0,0,9346,1514,4.572,0.000,-1.0000,0.0000
10,hcp30,4,12,15,0.00,10000,1249,0,0,8751,1511,-4.572,0.000,1.0000,0.0000
10,hcp30,5,3,15,0.20,10000,558,0,0,9442,1506,0.000,4.572,0.9004,-0.4351
10,hcp30,5,6,15,0.10,10000,579,0,0,9421,1513,4.572,0.000,-1.0000,0.0000
10,hcp30,5,12,15,0.00,10000,1558,0,0,8442,1511,-4.572,0.000,1.0000,0.0000
10,hcp30,0,12,20,0.00,10000,534,0,0,9466,1509,-6.096,0.000,1.0000,0.0000
10,hcp30,1,3,20,0.00,10000,474,0,0,9526,1507,0.000,6.096,0.4222,-0.9065
10,hcp30,1,6,20,0.00,10000,457,0,0,9543,1510,6.096,0.000,-1.0000,0.0000
10,hcp30,1,12,20,0.00,10000,503,0,0,9497,1509,-6.096,0.000,1.0000,0.0000
10,hcp30,2,3,20,0.00,10000,432,0,0,9568,1511,0.000,6.096,0.7541,-0.6568
10,hcp30,2,6,20,0.00,10000,403,0,0,9597,1511,6.096,0.000,-1.0000,0.0000
10,hcp30,2,12,20,0.00,10000,567,0,0,9433,1510,-6.096,0.000,1.0000,0.0000
10,hcp30,3,3,20,0.00,10000,398,0,0,9602,1510,0.000,6.096,0.9354,-0.3537
10,hcp30,3,6,20,0.00,10000,364,0,0,9636,1509,6.096,0.000,-1.0000,0.0000
10,hcp30,3,12,20,0.00,10000,685,0,0,9315,1509,-6.096,0.000,1.0000,0.0000
10,hcp30,4,3,20,0.10,10000,335,0,0,9665,1510,0.000,6.096,0.8532,-0.5215
10,hcp30,4,6,20,0.00,10000,334,0,0,9666,1512,6.096,0.000,-1.0000,0.0000
10,hcp30,4,12,20,0.00,10000,808,0,0,9192,1513,-6.096,0.000,1.0000,0.0000
10,hcp30,5,3,20,0.10,10000,283,0,0,9717,1513,0.000,6.096,0.9778,-0.2094
10,hcp30,5,6,20,0.00,10000,321,0,0,9679,1509,6.096,0.000,-1.0000,0.0000
10,hcp30,5,12,20,0.00,10000,1013,0,0,8987,1510,-6.096,0.000,1.0000,0.0000
10,hcp30,0,12,30,0.00,10000,221,0,0,9779,1509,-9.144,0.000,1.0000,0.0000
10,hcp30,1,3,30,0.00,10000,192,0,0,9808,1509,0.000,9.144,0.4441,-0.8960
10,hcp30,1,6,30,0.00,10000,174,0,0,9826,1508,9.144,0.000,-1.0000,0.0000
10,hcp30,1,12,30,0.00,10000,244,0,0,9756,1512,-9.144,0.000,1.0000,0.0000
10,hcp30,2,3,30,0.00,10000,211,0,0,9789,1509,0.000,9.144,0.7753,-0.6316
10,hcp30,2,6,30,0.00,10000,154,0,0,9846,1512,9.144,0.000,-1.0000,0.0000
10,hcp30,2,12,30,0.00,10000,281,0,0,9719,1509,-9.144,0.000,1.0000,0.0000
10,hcp30,3,3,30,0.00,10000,186,0,0,9814,1511,0.000,9.144,0.9492,-0.3148
10,hcp30,3,6,30,0.00,10000,166,0,0,9834,1507,9.144,0.000,-1.0000,0.0000
10,hcp30,3,12,30,0.00,10000,335,0,0,9665,1511,-9.144,0.000,1.0000,0.0000
10,hcp30,4,3,30,0.00,10000,183,0,0,9817,1509,0.000,9.144,0.9951,-0.0985
10,hcp30,4,6,30,0.00,10000,148,0,0,9852,1508,9.144,0.000,-1.0000,0.0000
10,hcp30,4,12,30,0.00,10000,417,0,0,9583,1510,-9.144,0.000,1.0000,0.0000
10,hcp30,5,3,30,0.00,10000,172,0,0,9828,1513,0.000,9.144,0.9999,-0.0136
10,hcp30,5,6,30,0.00,10000,127,0,0,9873,1513,9.144,0.000,-1.0000,0.0000
10,hcp30,5,12,30,0.00,10000,569,0,0,9431,1508,-9.144,0.000,1.0000,0.0000
10,hcp30,0,12,40,0.00,10000,107,0,0,9893,1507,-12.192,0.000,1.0000,0.0000
10,hcp30,1,3,40,0.00,10000,96,0,0,9904,1514,0.000,12.192,0.4218,-0.9067
10,hcp30,1,6,40,0.00,10000,108,0,0,9892,1509,12.192,0.000,-1.0000,0.0000
10,hcp30,1,12,40,0.00,10000,129,0,0,9871,1507,-12.192,0.000,1.0000,0.0000
10,hcp30,2,3,40,0.00,10000,123,0,0,9877,1510,0.000,12.192,0.7600,-0.6499
10,hcp30,2,6,40,0.00,10000,76,0,0,9924,1510,12.192,0.000,-1.0000,0.0000
10,hcp30,2,12,40,0.00,10000,155,0,0,9845,1515,-12.192,0.000,1.0000,0.0000
10,hcp30,3,3,40,0.00,10000,99,0,0,9901,1510,0.000,12.192,0.9569,-0.2904
10,hcp30,3,6,40,0.00,10000,60,0,0,9940,1511,12.192,0.000,-1.0000,0.0000
10,hcp30,3,12,40,0.00,10000,186,0,0,9814,1509,-12.192,0.000,1.0000,0.0000
10,hcp30,4,3,40,0.00,10000,103,0,0,9897,1510,0.000,12.192,0.9964,-0.0850
10,hcp30,4,6,40,0.00,10000,88,0,0,9912,1507,12.192,0.000,-1.0000,0.0000
10,hcp30,4,12,40,0.00,10000,234,0,0,9766,1515,-12.192,0.000,1.0000,0.0000
10,hcp30,5,3,40,0.00,10000,115,0,0,9885,1512,0.000,12.192,0.9999,-0.0106
10,hcp30,5,6,40,0.00,10000,62,0,0,9938,1509,12.192,0.000,-1.0000,0.0000
10,hcp30,5,12,40,0.00,10000,300,0,0,9700,1508,-12.192,0.000,1.0000,0.0000
10,hcp30,0,12,50,0.00,10000,73,0,0,9927,1509,-15.240,0.000,1.0000,0.0000
10,hcp30,1,3,50,0.00,10000,66,0,0,9934,1514,0.000,15.240,0.4720,-0.8816
10,hcp30,1,6,50,0.00,10000,68,0,0,9932,1513,15.240,0.000,-1.0000,0.0000
10,hcp30,1,12,50,0.00,10000,73,0,0,9927,1512,-15.240,0.000,1.0000,0.0000
10,hcp30,2,3,50,0.00,10000,59,0,0,9941,1509,0.000,15.240,0.7588,-0.6513
10,hcp30,2,6,50,0.00,10000,50,0,0,9950,1515,15.240,0.000,-1.0000,0.0000
10,hcp30,2,12,50,0.00,10000,81,0,0,9919,1511,-15.240,0.000,1.0000,0.0000
10,hcp30,3,3,50,0.00,10000,72,0,0,9928,1508,0.000,15.240,0.9625,-0.2714
10,hcp30,3,6,50,0.00,10000,38,0,0,9962,1510,15.240,0.000,-1.0000,0.0000
10,hcp30,3,12,50,0.00,10000,118,0,0,9882,1507,-15.240,0.000,1.0000,0.0000
10,hcp30,4,3,50,0.00,10000,58,0,0,9942,1511,0.000,15.240,0.9966,-0.0822
10,hcp30,4,6,50,0.00,10000,45,0,0,9955,1514,15.240,0.000,-1.0000,0.0000
10,hcp30,4,12,50,0.00,10000,145,0,0,9855,1510,-15.240,0.000,1.0000,0.0000
10,hcp30,5,3,50,0.10,10000,74,0,0,9926,1513,0.000,15.240,0.9953,-0.0970
10,hcp30,5,6,50,0.00,10000,35,0,0,9965,1511,15.240,0.000,-1.0000,0.0000
10,hcp30,5,12,50,0.00,10000,196,0,0,9804,1512,-15.240,0.000,1.0000,0.0000
10,hcp30,0,12,60,0.00,10000,43,0,0,9957,1512,-18.288,0.000,1.0000,0.0000
10,hcp30,1,3,60,0.00,10000,49,0,0,9951,1510,0.000,18.288,0.4822,-0.8761
10,hcp30,1,6,60,0.00,10000,29,0,0,9971,1512,18.288,0.000,-1.0000,0.0000
10,hcp30,1,12,60,0.00,10000,37,0,0,9963,1515,-18.288,0.000,1.0000,0.0000
10,hcp30,2,3,60,0.00,10000,42,0,0,9958,1513,0.000,18.288,0.7626,-0.6468
10,hcp30,2,6,60,0.00,10000,28,0,0,9972,1513,18.288,0.000,-1.0000,0.0000
10,hcp30,2,12,60,0.00,10000,38,0,0,9962,1511,-18.288,0.000,1.0000,0.0000
10,hcp30,3,3,60,0.00,10000,41,0,0,9959,1509,0.000,18.288,0.9661,-0.2582
10,hcp30,3,6,60,0.00,10000,37,0,0,9963,1510,18.288,0.000,-1.0000,0.0000
10,hcp30,3,12,60,0.00,10000,66,0,0,9934,1509,-18.288,0.000,1.0000,0.0000
10,hcp30,4,3,60,0.00,10000,49,0,0,9951,1512,0.000,18.288,0.9976,-0.0690
10,hcp30,4,6,60,0.00,10000,26,0,0,9974,1514,18.288,0.000,-1.0000,0.0000
10,hcp30,4,12,60,0.00,10000,102,0,0,9898,1513,-18.288,0.000,1.0000,0.0000
10,hcp30,5,3,60,0.00,10000,53,0,0,9947,1508,0.000,18.288,1.0000,-0.0074
10,hcp30,5,6,60,0.00,10000,17,0,0,9983,1510,18.288,0.000,-1.0000,0.0000
10,hcp30,5,12,60,0.00,10000,120,0,0,9880,1512,-18.288,0.000,1.0000,0.0000
10,hcp30,0,12,70,0.00,10000,39,0,0,9961,1514,-21.336,0.000,1.0000,0.0000
10,hcp30,1,3,70,0.00,10000,26,0,0,9974,1512,0.000,21.336,0.4664,-0.8846
10,hcp30,1,6,70,0.00,10000,28,0,0,9972,1509,21.336,0.000,-1.0000,0.0000
10,hcp30,1,12,70,0.00,10000,36,0,0,9964,1509,-21.336,0.000,1.0000,0.0000
10,hcp30,2,3,70,0.00,10000,32,0,0,9968,1511,0.000,21.336,0.7958,-0.6056
10,hcp30,2,6,70,0.00,10000,26,0,0,9974,1512,21.336,0.000,-1.0000,0.0000
10,hcp30,2,12,70,0.00,10000,35,0,0,9965,1509,-21.336,0.000,1.0000,0.0000
10,hcp30,3,3,70,0.00,10000,29,0,0,9971,1512,0.000,21.336,0.9693,-0.2460
10,hcp30,3,6,70,0.00,10000,13,0,0,9987,1512,21.336,0.000,-1.0000,0.0000
10,hcp30,3,12,70,0.00,10000,62,0,0,9938,1510,-21.336,0.000,1.0000,0.0000
10,hcp30,4,3,70,0.00,10000,29,0,0,9971,1510,0.000,21.336,0.9980,-0.0638
10,hcp30,4,6,70,0.00,10000,20,0,0,9980,1510,21.336,0.000,-1.0000,0.0000
10,hcp30,4,12,70,0.00,10000,76,0,0,9924,1515,-21.336,0.000,1.0000,0.0000
10,hcp30,5,3,70,0.00,10000,35,0,0,9965,1513,0.000,21.336,1.0000,-0.0065
10,hcp30,5,6,70,0.00,10000,8,0,0,9992,1513,21.336,0.000,-1.0000,0.0000
10,hcp30,5,12,70,0.00,10000,88,0,0,9912,1513,-21.336,0.000,1.0000,0.0000
10,hcp30,0,12,80,0.00,10000,18,0,0,9982,1515,-24.384,0.000,1.0000,0.0000
10,hcp30,1,3,80,0.00,10000,19,0,0,9981,1514,0.000,24.384,0.4675,-0.8840
10,hcp30,1,6,80,0.00,10000,13,0,0,9987,1512,24.384,0.000,-1.0000,0.0000
10,hcp30,1,12,80,0.00,10000,27,0,0,9973,1514,-24.384,0.000,1.0000,0.0000
10,hcp30,2,3,80,0.00,10000,25,0,0,9975,1512,0.000,24.384,0.8348,-0.5506
10,hcp30,2,6,80,0.00,10000,7,0,0,9993,1513,24.384,0.000,-1.0000,0.0000
10,hcp30,2,12,80,0.00,10000,16,0,0,9984,1513,-24.384,0.000,1.0000,0.0000
