stimp,skill,slope_deg,clock,length_ft,rollout_m,solve_ok,make,make_se,three_plus,exp_strokes,exp_strokes_se,mean_past_miss_m,pct_miss_short,mean_leave_m
8,hcp30,2,12,15,0.60,true,0.11213,0.00353,0.27127,2.16857,0.00554,0.9859,0.2723,0.8967
8,hcp30,2,12,15,0.70,true,0.11250,0.00353,0.29598,2.19445,0.00569,1.0526,0.2403,0.9592
8,hcp30,2,12,15,0.80,true,0.11100,0.00351,0.32538,2.22738,0.00582,1.1301,0.2073,1.0352
8,hcp30,2,12,15,0.90,true,0.10950,0.00349,0.35056,2.25598,0.00592,1.1975,0.1825,1.1033
8,hcp30,2,12,15,1.00,true,0.10988,0.00350,0.37752,2.28490,0.00605,1.2753,0.1590,1.1830
8,hcp30,2,12,15,1.10,true,0.10737,0.00346,0.40494,2.31743,0.00612,1.3534,0.1378,1.2649
8,hcp30,2,12,15,1.20,true,0.10425,0.00342,0.43476,2.35346,0.00618,1.4387,0.1162,1.3579
8,hcp30,2,12,20,0.00,true,0.06075,0.00267,0.25628,2.20586,0.00446,0.8178,0.5330,0.8817
8,hcp30,2,12,20,0.10,true,0.06200,0.00270,0.26488,2.21354,0.00455,0.8709,0.4968,0.8967
8,hcp30,2,12,20,0.20,true,0.06463,0.00275,0.27576,2.22234,0.00468,0.9224,0.4566,0.9198
8,hcp30,2,12,20,0.30,true,0.06650,0.00279,0.28920,2.23469,0.00480,0.9802,0.4210,0.9506
8,hcp30,2,12,20,0.40,true,0.06838,0.00282,0.30469,2.24934,0.00493,1.0357,0.3833,0.9890
8,hcp30,2,12,20,0.50,true,0.06913,0.00284,0.32188,2.26707,0.00504,1.0939,0.3477,1.0330
8,hcp30,2,12,20,0.60,true,0.06863,0.00283,0.34034,2.28753,0.00512,1.1592,0.3190,1.0814
8,hcp30,2,12,20,0.70,true,0.06813,0.00282,0.35937,2.30879,0.00521,1.2227,0.2908,1.1340
8,hcp30,2,12,20,0.80,true,0.06650,0.00279,0.38110,2.33429,0.00528,1.2933,0.2626,1.1958
8,hcp30,2,12,20,0.90,true,0.06613,0.00278,0.40206,2.35789,0.00536,1.3649,0.2395,1.2595
8,hcp30,2,12,20,1.00,true,0.06275,0.00271,0.42255,2.38409,0.00537,1.4309,0.2193,1.3203
8,hcp30,2,12,20,1.10,true,0.06187,0.00269,0.44356,2.40866,0.00543,1.5024,0.1985,1.3902
8,hcp30,2,12,20,1.20,true,0.05950,0.00264,0.46601,2.43649,0.00545,1.5756,0.1780,1.4656
8,hcp30,2,3,10,0.00,true,0.08325,0.00309,0.10047,2.01971,0.00383,0.2550,0.5495,0.4602
8,hcp30,2,3,10,0.10,true,0.10725,0.00346,0.10772,2.00319,0.00427,0.4293,0.4691,0.4791
8,hcp30,2,3,10,0.20,true,0.12137,0.00365,0.12145,2.00330,0.00458,0.5005,0.3981,0.5120
8,hcp30,2,3,10,0.30,true,0.12925,0.00375,0.14093,2.01567,0.00484,0.5680,0.3368,0.5569
8,hcp30,2,3,10,0.40,true,0.13562,0.00383,0.16417,2.03355,0.00510,0.6310,0.2827,0.6102
8,hcp30,2,3,10,0.50,true,0.13887,0.00387,0.19158,2.05903,0.00533,0.6970,0.2347,0.6721
8,hcp30,2,3,10,0.60,true,0.14188,0.00390,0.22320,2.08931,0.00557,0.7704,0.1929,0.7454
8,hcp30,2,3,10,0.70,true,0.14175,0.00390,0.25698,2.12520,0.00577,0.8486,0.1593,0.8244
8,hcp30,2,3,10,0.80,true,0.13800,0.00386,0.29154,2.16580,0.00591,0.9214,0.1270,0.9054
8,hcp30,2,3,10,0.90,true,0.12850,0.00374,0.32948,2.21600,0.00595,1.0040,0.1033,0.9926
8,hcp30,2,3,10,1.00,true,0.12325,0.00368,0.36530,2.26005,0.00602,1.0861,0.0830,1.0818
8,hcp30,2,3,10,1.10,true,0.11550,0.00357,0.40034,2.30608,0.00603,1.1681,0.0670,1.1705
8,hcp30,2,3,10,1.20,true,0.10975,0.00349,0.43243,2.34724,0.00604,1.2470,0.0534,1.2570
8,hcp30,2,3,15,0.00,true,0.05312,0.00251,0.21398,2.16858,0.00405,0.3394,0.5409,0.6940
8,hcp30,2,3,15,0.10,true,0.06125,0.00268,0.22134,2.16815,0.00426,0.6011,0.4786,0.7086
8,hcp30,2,3,15,0.20,true,0.06913,0.00284,0.23370,2.17330,0.00448,0.6875,0.4302,0.7371
8,hcp30,2,3,15,0.30,true,0.07175,0.00289,0.25031,2.18829,0.00462,0.7567,0.3846,0.7739
8,hcp30,2,3,15,0.40,true,0.07450,0.00294,0.27073,2.20732,0.00478,0.8221,0.3381,0.8223
