green,pin_x_m,pin_y_m,stimp,skill,mode,hour,ball_x_m,ball_y_m,dist_ft,slope_at_pin_pct,rollout_m,status,make,make_se,three_plus,exp_strokes,exp_strokes_se,off_green_pct,mean_past_miss_m,pct_miss_short,mean_leave_m,de_vs_best,de_pair_se
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,0.00,ok,0.05275,0.00250,0.26282,2.21933,0.00430,0.00000,0.8181,0.5257,0.9332,0.00000,0.00000
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,0.10,ok,0.05838,0.00262,0.26920,2.22040,0.00446,0.00000,0.8933,0.4860,0.9514,0.00107,0.00210
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,0.20,ok,0.06025,0.00266,0.27813,2.22794,0.00455,0.00000,0.9463,0.4475,0.9742,0.00861,0.00274
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,0.30,ok,0.06237,0.00270,0.28933,2.23771,0.00466,0.00000,1.0066,0.4131,1.0051,0.01838,0.00331
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,0.40,ok,0.06062,0.00267,0.30258,2.25360,0.00470,0.00000,1.0668,0.3815,1.0393,0.03427,0.00377
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,0.50,ok,0.05975,0.00265,0.31743,2.27043,0.00476,0.00000,1.1238,0.3476,1.0807,0.05109,0.00415
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,0.60,ok,0.06175,0.00269,0.33228,2.28450,0.00488,0.00000,1.1837,0.3180,1.1270,0.06516,0.00449
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,0.70,ok,0.06187,0.00269,0.34971,2.30330,0.00496,0.00000,1.2510,0.2911,1.1805,0.08396,0.00481
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,0.80,ok,0.06100,0.00268,0.36790,2.32404,0.00502,0.00000,1.3145,0.2640,1.2372,0.10470,0.00509
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,0.90,ok,0.06050,0.00267,0.38668,2.34519,0.00509,0.00000,1.3831,0.2403,1.2988,0.12585,0.00534
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,1.00,ok,0.06162,0.00269,0.40557,2.36501,0.00519,0.00000,1.4518,0.2167,1.3661,0.14568,0.00558
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,1.10,ok,0.06212,0.00270,0.42539,2.38659,0.00527,0.00000,1.5247,0.1957,1.4378,0.16726,0.00583
hole_01,0.000,0.000,10,hcp30,fall,1,-5.385,2.856,20.00,1.38,1.20,ok,0.06137,0.00268,0.44521,2.40961,0.00532,0.00000,1.5974,0.1766,1.5107,0.19028,0.00603
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,0.00,ok,0.10362,0.00341,0.00597,1.90235,0.00344,0.00000,0.3145,0.5593,0.4089,0.03796,0.00392
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,0.10,ok,0.12487,0.00370,0.00709,1.88221,0.00373,0.00000,0.3795,0.4572,0.4187,0.01783,0.00292
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,0.20,ok,0.14125,0.00389,0.00964,1.86839,0.00395,0.00000,0.4302,0.3662,0.4473,0.00400,0.00195
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,0.30,ok,0.14950,0.00399,0.01389,1.86439,0.00407,0.00000,0.4859,0.2860,0.4893,0.00000,0.00000
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,0.40,ok,0.15250,0.00402,0.01998,1.86748,0.00414,0.00000,0.5462,0.2147,0.5443,0.00309,0.00179
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,0.50,ok,0.15313,0.00403,0.02898,1.87586,0.00421,0.00000,0.6199,0.1557,0.6161,0.01147,0.00251
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,0.60,ok,0.15363,0.00403,0.03909,1.88547,0.00428,0.00000,0.6903,0.1143,0.6886,0.02108,0.00296
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,0.70,ok,0.15363,0.00403,0.05220,1.89858,0.00437,0.00000,0.7692,0.0798,0.7722,0.03419,0.00333
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,0.80,ok,0.15163,0.00401,0.06773,1.91610,0.00444,0.00000,0.8535,0.0557,0.8602,0.05172,0.00360
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,0.90,ok,0.14800,0.00397,0.08555,1.93755,0.00451,0.00000,0.9394,0.0371,0.9513,0.07317,0.00385
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,1.00,ok,0.13850,0.00386,0.10637,1.96788,0.00451,0.00000,1.0306,0.0264,1.0443,0.10349,0.00405
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,1.10,ok,0.13325,0.00380,0.12784,1.99460,0.00455,0.00000,1.1175,0.0163,1.1360,0.13021,0.00425
hole_01,0.000,0.000,10,tour,fall,2,-3.236,5.166,20.00,1.38,1.20,ok,0.12675,0.00372,0.15368,2.02694,0.00459,0.00000,1.2196,0.0104,1.2400,0.16255,0.00442
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,0.00,ok,0.05775,0.00261,0.03581,1.97808,0.00281,0.00000,0.3849,0.5421,0.5315,0.00300,0.00215
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,0.10,ok,0.06475,0.00275,0.03982,1.97508,0.00298,0.00000,0.4450,0.4568,0.5451,0.00000,0.00000
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,0.20,ok,0.06950,0.00284,0.04708,1.97760,0.00312,0.00000,0.4936,0.3818,0.5709,0.00252,0.00189
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,0.30,ok,0.07175,0.00289,0.05741,1.98568,0.00323,0.00000,0.5452,0.3103,0.6087,0.01060,0.00243
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,0.40,ok,0.07350,0.00292,0.07112,1.99765,0.00336,0.00000,0.6050,0.2508,0.6575,0.02257,0.00279
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,0.50,ok,0.07450,0.00294,0.08898,2.01452,0.00349,0.00000,0.6731,0.1981,0.7187,0.03944,0.00315
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,0.60,ok,0.07450,0.00294,0.10784,2.03340,0.00360,0.00000,0.7361,0.1565,0.7814,0.05832,0.00341
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,0.70,ok,0.07525,0.00295,0.13037,2.05519,0.00374,0.00000,0.8067,0.1191,0.8543,0.08011,0.00367
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,0.80,ok,0.07375,0.00292,0.15582,2.08217,0.00384,0.00000,0.8844,0.0914,0.9334,0.10709,0.00387
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,0.90,ok,0.07075,0.00287,0.18306,2.11244,0.00391,0.00000,0.9617,0.0673,1.0152,0.13736,0.00403
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,1.00,ok,0.06938,0.00284,0.21235,2.14316,0.00401,0.00000,1.0482,0.0512,1.1032,0.16808,0.00418
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,1.10,ok,0.06550,0.00277,0.24170,2.17643,0.00404,0.00000,1.1306,0.0383,1.1884,0.20135,0.00428
hole_01,0.000,0.000,10,mid,fall,2,-3.236,5.166,20.00,1.38,1.20,ok,0.06263,0.00271,0.27477,2.21245,0.00409,0.00000,1.2239,0.0263,1.2858,0.23737,0.00439
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,0.00,ok,0.04362,0.00228,0.28146,2.24870,0.00418,0.00000,0.7934,0.5320,0.9725,0.00035,0.00259
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,0.10,ok,0.04875,0.00241,0.28600,2.24835,0.00433,0.00000,0.9127,0.4942,0.9864,0.00000,0.00000
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,0.20,ok,0.04925,0.00242,0.29448,2.25683,0.00438,0.00000,0.9743,0.4581,1.0085,0.00848,0.00217
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,0.30,ok,0.05337,0.00251,0.30345,2.26233,0.00452,0.00000,1.0300,0.4239,1.0367,0.01398,0.00292
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,0.40,ok,0.05450,0.00254,0.31605,2.27474,0.00461,0.00000,1.0911,0.3907,1.0729,0.02639,0.00339
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,0.50,ok,0.05575,0.00257,0.33033,2.28897,0.00471,0.00000,1.1612,0.3613,1.1162,0.04062,0.00388
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,0.60,ok,0.05362,0.00252,0.34501,2.30705,0.00473,0.00000,1.2210,0.3351,1.1584,0.05870,0.00419
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,0.70,ok,0.05437,0.00254,0.36125,2.32409,0.00482,0.00000,1.2834,0.3058,1.2112,0.07574,0.00448
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,0.80,ok,0.05550,0.00256,0.37755,2.34099,0.00492,0.00000,1.3448,0.2782,1.2669,0.09264,0.00476
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,0.90,ok,0.05663,0.00258,0.39444,2.35866,0.00501,0.00000,1.4139,0.2556,1.3272,0.11031,0.00502
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,1.00,ok,0.05475,0.00254,0.41355,2.38188,0.00504,0.00000,1.4802,0.2308,1.3927,0.13353,0.00524
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,1.10,ok,0.05212,0.00249,0.43133,2.40457,0.00505,0.00000,1.5462,0.2114,1.4555,0.15622,0.00540
hole_01,0.000,0.000,10,hcp30,fall,2,-3.236,5.166,20.00,1.38,1.20,ok,0.05225,0.00249,0.45120,2.42707,0.00511,0.00000,1.6225,0.1901,1.5327,0.17872,0.00562
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,0.00,ok,0.09850,0.00333,0.00545,1.90695,0.00336,0.00000,0.3031,0.5566,0.4058,0.03617,0.00397
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,0.10,ok,0.11613,0.00358,0.00648,1.89035,0.00362,0.00000,0.3828,0.4625,0.4164,0.01957,0.00298
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,0.20,ok,0.13300,0.00380,0.00891,1.87591,0.00385,0.00000,0.4358,0.3740,0.4454,0.00513,0.00209
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,0.30,ok,0.14213,0.00390,0.01291,1.87078,0.00398,0.00000,0.4876,0.2879,0.4882,0.00000,0.00000
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,0.40,ok,0.14388,0.00392,0.01875,1.87488,0.00404,0.00000,0.5470,0.2176,0.5427,0.00410,0.00191
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,0.50,ok,0.14775,0.00397,0.02697,1.87922,0.00414,0.00000,0.6149,0.1549,0.6132,0.00844,0.00256
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,0.60,ok,0.14638,0.00395,0.03702,1.89065,0.00418,0.00000,0.6840,0.1084,0.6874,0.01987,0.00301
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,0.70,ok,0.14475,0.00393,0.04910,1.90435,0.00424,0.00000,0.7604,0.0764,0.7674,0.03357,0.00333
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,0.80,ok,0.14300,0.00391,0.06535,1.92236,0.00432,0.00000,0.8503,0.0494,0.8630,0.05158,0.00365
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,0.90,ok,0.13812,0.00386,0.08197,1.94386,0.00436,0.00000,0.9334,0.0345,0.9491,0.07307,0.00386
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,1.00,ok,0.13150,0.00378,0.10162,1.97013,0.00439,0.00000,1.0212,0.0216,1.0416,0.09935,0.00403
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,1.10,ok,0.12600,0.00371,0.12266,1.99667,0.00443,0.00000,1.1105,0.0139,1.1333,0.12589,0.00418
hole_01,0.000,0.000,10,tour,fall,3,-0.219,6.092,20.00,1.38,1.20,ok,0.12025,0.00364,0.14746,2.02723,0.00447,0.00000,1.2122,0.0097,1.2355,0.15645,0.00433
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,0.00,ok,0.05575,0.00257,0.03699,1.98125,0.00277,0.00000,0.3802,0.5363,0.5362,0.00285,0.00218
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,0.10,ok,0.06225,0.00270,0.04064,1.97841,0.00293,0.00000,0.4442,0.4472,0.5511,0.00000,0.00000
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,0.20,ok,0.06525,0.00276,0.04758,1.98235,0.00304,0.00000,0.4970,0.3754,0.5778,0.00394,0.00181
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,0.30,ok,0.07100,0.00287,0.05755,1.98658,0.00322,0.00000,0.5543,0.3126,0.6168,0.00817,0.00245
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,0.40,ok,0.07312,0.00291,0.07089,1.99780,0.00334,0.00000,0.6128,0.2553,0.6644,0.01939,0.00281
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,0.50,ok,0.07687,0.00298,0.08781,2.01098,0.00352,0.00000,0.6768,0.2016,0.7246,0.03258,0.00312
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,0.60,ok,0.07913,0.00302,0.10695,2.02788,0.00367,0.00000,0.7441,0.1599,0.7902,0.04948,0.00342
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,0.70,ok,0.07838,0.00300,0.12856,2.05027,0.00378,0.00000,0.8114,0.1225,0.8608,0.07186,0.00367
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,0.80,ok,0.07625,0.00297,0.15518,2.07905,0.00388,0.00000,0.8909,0.0886,0.9453,0.10064,0.00390
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,0.90,ok,0.07225,0.00289,0.18069,2.10860,0.00392,0.00000,0.9677,0.0697,1.0226,0.13020,0.00404
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,1.00,ok,0.06888,0.00283,0.20895,2.14029,0.00397,0.00000,1.0502,0.0521,1.1083,0.16189,0.00419
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,1.10,ok,0.06538,0.00276,0.23769,2.17260,0.00401,0.00000,1.1345,0.0396,1.1948,0.19420,0.00428
hole_01,0.000,0.000,10,mid,fall,3,-0.219,6.092,20.00,1.38,1.20,ok,0.06313,0.00272,0.26906,2.20630,0.00408,0.00000,1.2274,0.0288,1.2905,0.22789,0.00437
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,0.00,ok,0.04412,0.00230,0.27760,2.24378,0.00418,0.00000,0.7415,0.5332,0.9482,0.00000,0.00000
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,0.10,ok,0.04913,0.00242,0.28343,2.24499,0.00432,0.00000,0.8904,0.4911,0.9659,0.00121,0.00285
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,0.20,ok,0.05025,0.00244,0.29185,2.25291,0.00438,0.00000,0.9517,0.4531,0.9897,0.00914,0.00347
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,0.30,ok,0.05150,0.00247,0.30230,2.26293,0.00446,0.00000,1.0103,0.4174,1.0203,0.01916,0.00392
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,0.40,ok,0.05337,0.00251,0.31383,2.27359,0.00456,0.00000,1.0657,0.3824,1.0562,0.02981,0.00423
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,0.50,ok,0.05412,0.00253,0.32737,2.28763,0.00464,0.00000,1.1325,0.3536,1.0986,0.04385,0.00454
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,0.60,ok,0.05412,0.00253,0.34200,2.30366,0.00471,0.00000,1.1888,0.3223,1.1446,0.05989,0.00479
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,0.70,ok,0.05462,0.00254,0.35739,2.32015,0.00479,0.00000,1.2562,0.2983,1.1957,0.07637,0.00503
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,0.80,ok,0.05262,0.00250,0.37695,2.34377,0.00483,0.00000,1.3271,0.2689,1.2586,0.10000,0.00527
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,0.90,ok,0.05137,0.00247,0.39474,2.36481,0.00487,0.00000,1.3944,0.2469,1.3183,0.12104,0.00547
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,1.00,ok,0.04950,0.00243,0.41393,2.38820,0.00489,0.00000,1.4645,0.2246,1.3842,0.14442,0.00564
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,1.10,ok,0.04675,0.00236,0.43276,2.41220,0.00489,0.00000,1.5352,0.2060,1.4501,0.16843,0.00581
hole_01,0.000,0.000,10,hcp30,fall,3,-0.219,6.092,20.00,1.38,1.20,ok,0.04625,0.00235,0.45288,2.43565,0.00494,0.00000,1.6140,0.1869,1.5270,0.19187,0.00598
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,0.00,ok,0.10075,0.00337,0.00463,1.90388,0.00339,0.00000,0.2873,0.5588,0.3856,0.03046,0.00403
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,0.10,ok,0.12012,0.00363,0.00507,1.88495,0.00366,0.00000,0.3543,0.4424,0.3989,0.01153,0.00316
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,0.20,ok,0.12800,0.00374,0.00684,1.87884,0.00377,0.00000,0.4080,0.3473,0.4291,0.00543,0.00251
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,0.30,ok,0.13525,0.00382,0.01011,1.87486,0.00388,0.00000,0.4664,0.2625,0.4753,0.00144,0.00186
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,0.40,ok,0.14150,0.00390,0.01492,1.87342,0.00398,0.00000,0.5303,0.1966,0.5337,0.00000,0.00000
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,0.50,ok,0.14325,0.00392,0.02128,1.87803,0.00404,0.00000,0.5943,0.1433,0.5983,0.00461,0.00167
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,0.60,ok,0.14375,0.00392,0.03123,1.88748,0.00411,0.00000,0.6775,0.0994,0.6827,0.01406,0.00226
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,0.70,ok,0.14213,0.00390,0.04279,1.90066,0.00416,0.00000,0.7572,0.0689,0.7664,0.02725,0.00268
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,0.80,ok,0.13675,0.00384,0.05712,1.92038,0.00419,0.00000,0.8390,0.0449,0.8539,0.04696,0.00293
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,0.90,ok,0.13262,0.00379,0.07381,1.94119,0.00423,0.00000,0.9274,0.0304,0.9449,0.06777,0.00314
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,1.00,ok,0.12587,0.00371,0.09390,1.96804,0.00425,0.00000,1.0221,0.0200,1.0420,0.09462,0.00331
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,1.10,ok,0.11975,0.00363,0.11623,1.99650,0.00428,0.00000,1.1185,0.0128,1.1407,0.12308,0.00348
hole_01,0.000,0.000,10,tour,fall,4,2.856,5.385,20.00,1.38,1.20,ok,0.11338,0.00354,0.13838,2.02503,0.00430,0.00000,1.2072,0.0073,1.2321,0.15161,0.00363
hole_01,0.000,0.000,10,mid,fall,4,2.856,5.385,20.00,1.38,0.00,ok,0.05725,0.00260,0.03189,1.97465,0.00277,0.00000,0.3703,0.5506,0.5164,0.00429,0.00217
hole_01,0.000,0.000,10,mid,fall,4,2.856,5.385,20.00,1.38,0.10,ok,0.06413,0.00274,0.03448,1.97037,0.00293,0.00000,0.4231,0.4569,0.5299,0.00000,0.00000
hole_01,0.000,0.000,10,mid,fall,4,2.856,5.385,20.00,1.38,0.20,ok,0.07000,0.00285,0.04051,1.97052,0.00309,0.00000,0.4703,0.3739,0.5579,0.00016,0.00176
