green,pin_x_m,pin_y_m,stimp,skill,mode,hour,ball_x_m,ball_y_m,dist_ft,slope_at_pin_pct,rollout_m,status,make,make_se,three_plus,exp_strokes,exp_strokes_se,off_green_pct,mean_past_miss_m,pct_miss_short,mean_leave_m,de_vs_best,de_pair_se
hole_07,0.000,0.000,10,hcp30,fall,8,-1.438,5.924,20.00,2.03,1.10,ok,0.03562,0.00207,0.47382,2.47574,0.00481,0.00000,1.6257,0.2092,1.5484,0.18205,0.00561
hole_07,0.000,0.000,10,hcp30,fall,8,-1.438,5.924,20.00,2.03,1.20,ok,0.03475,0.00205,0.49155,2.49778,0.00483,0.00000,1.6946,0.1905,1.6194,0.20410,0.00578
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,0.00,ok,0.09062,0.00321,0.00628,1.91565,0.00324,0.00000,0.2602,0.5502,0.4109,0.03478,0.00411
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,0.10,ok,0.11125,0.00352,0.00726,1.89601,0.00355,0.00000,0.3680,0.4488,0.4240,0.01514,0.00313
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,0.20,ok,0.12200,0.00366,0.01010,1.88810,0.00372,0.00000,0.4299,0.3595,0.4563,0.00723,0.00209
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,0.30,ok,0.13362,0.00380,0.01450,1.88087,0.00389,0.00000,0.4881,0.2806,0.5019,0.00000,0.00000
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,0.40,ok,0.13712,0.00385,0.02099,1.88387,0.00398,0.00000,0.5466,0.2080,0.5589,0.00300,0.00214
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,0.50,ok,0.13937,0.00387,0.02984,1.89046,0.00406,0.00000,0.6150,0.1550,0.6262,0.00959,0.00283
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,0.60,ok,0.14200,0.00390,0.04113,1.89913,0.00417,0.00000,0.6874,0.1107,0.7026,0.01826,0.00333
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,0.70,ok,0.13900,0.00387,0.05524,1.91624,0.00422,0.00000,0.7639,0.0777,0.7839,0.03537,0.00368
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,0.80,ok,0.13562,0.00383,0.07174,1.93612,0.00428,0.00000,0.8457,0.0548,0.8692,0.05525,0.00394
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,0.90,ok,0.12725,0.00373,0.09137,1.96413,0.00429,0.00000,0.9346,0.0411,0.9584,0.08325,0.00419
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,1.00,ok,0.12350,0.00368,0.11310,1.98961,0.00436,0.00000,1.0234,0.0285,1.0509,0.10874,0.00441
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,1.10,ok,0.11750,0.00360,0.13729,2.01981,0.00441,0.00000,1.1136,0.0184,1.1456,0.13894,0.00461
hole_07,0.000,0.000,10,tour,fall,9,1.717,5.849,20.00,2.03,1.20,ok,0.11413,0.00355,0.16242,2.04832,0.00448,0.00000,1.2049,0.0124,1.2393,0.16745,0.00476
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,0.00,ok,0.05600,0.00257,0.04124,1.98526,0.00281,0.00000,0.3757,0.5319,0.5493,0.00103,0.00244
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,0.10,ok,0.06200,0.00270,0.04621,1.98423,0.00297,0.00000,0.4575,0.4540,0.5644,0.00000,0.00000
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,0.20,ok,0.06763,0.00281,0.05452,1.98692,0.00314,0.00000,0.5072,0.3794,0.5923,0.00269,0.00203
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,0.30,ok,0.07237,0.00290,0.06587,1.99352,0.00331,0.00000,0.5598,0.3136,0.6308,0.00929,0.00269
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,0.40,ok,0.07662,0.00297,0.08122,2.00464,0.00349,0.00000,0.6209,0.2548,0.6832,0.02041,0.00317
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,0.50,ok,0.07888,0.00301,0.09954,2.02072,0.00365,0.00000,0.6833,0.2027,0.7429,0.03650,0.00349
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,0.60,ok,0.07550,0.00295,0.12120,2.04579,0.00372,0.00000,0.7529,0.1618,0.8095,0.06156,0.00375
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,0.70,ok,0.07325,0.00291,0.14503,2.07190,0.00381,0.00000,0.8225,0.1246,0.8823,0.08767,0.00397
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,0.80,ok,0.06913,0.00284,0.17063,2.10168,0.00386,0.00000,0.8937,0.0949,0.9576,0.11745,0.00413
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,0.90,ok,0.06888,0.00283,0.19836,2.12972,0.00399,0.00000,0.9756,0.0738,1.0413,0.14549,0.00432
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,1.00,ok,0.06538,0.00276,0.22725,2.16217,0.00404,0.00000,1.0570,0.0571,1.1252,0.17794,0.00442
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,1.10,ok,0.06300,0.00272,0.25793,2.19532,0.00410,0.00000,1.1435,0.0431,1.2155,0.21109,0.00455
hole_07,0.000,0.000,10,mid,fall,9,1.717,5.849,20.00,2.03,1.20,ok,0.06037,0.00266,0.28838,2.22850,0.00414,0.00000,1.2288,0.0317,1.3056,0.24427,0.00464
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,0.00,ok,0.03963,0.00218,0.29931,2.27327,0.00422,0.00000,0.6529,0.5389,0.9670,0.00000,0.00000
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,0.10,ok,0.04175,0.00224,0.30554,2.27791,0.00430,0.00000,0.8911,0.4939,0.9836,0.00464,0.00285
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,0.20,ok,0.04713,0.00237,0.31332,2.28111,0.00447,0.00000,0.9721,0.4615,1.0092,0.00784,0.00357
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,0.30,ok,0.04575,0.00234,0.32467,2.29495,0.00450,0.00000,1.0324,0.4255,1.0388,0.02168,0.00384
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,0.40,ok,0.04575,0.00234,0.33835,2.31003,0.00457,0.00000,1.0922,0.3901,1.0775,0.03676,0.00410
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,0.50,ok,0.04587,0.00234,0.35321,2.32643,0.00464,0.00000,1.1558,0.3591,1.1218,0.05316,0.00435
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,0.60,ok,0.04813,0.00239,0.36763,2.34042,0.00477,0.00000,1.2177,0.3305,1.1697,0.06715,0.00464
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,0.70,ok,0.04800,0.00239,0.38399,2.35902,0.00484,0.00000,1.2756,0.3000,1.2229,0.08575,0.00489
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,0.80,ok,0.04713,0.00237,0.40174,2.38001,0.00489,0.00000,1.3434,0.2757,1.2808,0.10675,0.00514
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,0.90,ok,0.04500,0.00232,0.41978,2.40282,0.00491,0.00000,1.4096,0.2524,1.3411,0.12955,0.00532
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,1.00,ok,0.04288,0.00226,0.43837,2.42639,0.00492,0.00000,1.4802,0.2323,1.4049,0.15312,0.00549
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,1.10,ok,0.04175,0.00224,0.45721,2.44939,0.00495,0.00000,1.5493,0.2121,1.4729,0.17612,0.00568
hole_07,0.000,0.000,10,hcp30,fall,9,1.717,5.849,20.00,2.03,1.20,ok,0.04175,0.00224,0.47604,2.47147,0.00500,0.00000,1.6185,0.1924,1.5448,0.19820,0.00586
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,0.00,ok,0.10262,0.00339,0.00551,1.90289,0.00342,0.00000,0.2897,0.5550,0.3979,0.03397,0.00433
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,0.10,ok,0.11987,0.00363,0.00702,1.88715,0.00367,0.00000,0.3696,0.4526,0.4106,0.01823,0.00354
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,0.20,ok,0.13375,0.00381,0.01021,1.87646,0.00387,0.00000,0.4268,0.3605,0.4423,0.00755,0.00285
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,0.30,ok,0.14563,0.00394,0.01535,1.86972,0.00404,0.00000,0.4880,0.2802,0.4902,0.00080,0.00206
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,0.40,ok,0.15350,0.00403,0.02242,1.86892,0.00418,0.00000,0.5513,0.2119,0.5489,0.00000,0.00000
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,0.50,ok,0.15525,0.00405,0.03152,1.87628,0.00426,0.00000,0.6162,0.1540,0.6160,0.00736,0.00199
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,0.60,ok,0.15525,0.00405,0.04347,1.88822,0.00434,0.00000,0.6896,0.1108,0.6930,0.01930,0.00273
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,0.70,ok,0.15275,0.00402,0.05831,1.90556,0.00441,0.00000,0.7678,0.0775,0.7765,0.03664,0.00319
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,0.80,ok,0.14975,0.00399,0.07576,1.92602,0.00449,0.00000,0.8495,0.0516,0.8648,0.05710,0.00359
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,0.90,ok,0.14675,0.00396,0.09547,1.94873,0.00457,0.00000,0.9366,0.0360,0.9552,0.07981,0.00390
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,1.00,ok,0.14263,0.00391,0.11805,1.97543,0.00465,0.00000,1.0281,0.0246,1.0501,0.10651,0.00417
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,1.10,ok,0.13825,0.00386,0.14175,2.00351,0.00473,0.00000,1.1186,0.0173,1.1428,0.13459,0.00436
hole_07,0.000,0.000,10,tour,fall,10,4.411,4.207,20.00,2.03,1.20,ok,0.13337,0.00380,0.16840,2.03504,0.00480,0.00000,1.2144,0.0104,1.2423,0.16613,0.00459
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,0.00,ok,0.06175,0.00269,0.03572,1.97398,0.00289,0.00000,0.3860,0.5481,0.5289,0.00000,0.00000
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,0.10,ok,0.06713,0.00280,0.04144,1.97433,0.00304,0.00000,0.4485,0.4595,0.5435,0.00035,0.00232
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,0.20,ok,0.07362,0.00292,0.05037,1.97676,0.00323,0.00000,0.4988,0.3839,0.5712,0.00278,0.00298
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,0.30,ok,0.07875,0.00301,0.06237,1.98364,0.00341,0.00000,0.5530,0.3164,0.6104,0.00966,0.00340
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,0.40,ok,0.07925,0.00302,0.07798,1.99876,0.00352,0.00000,0.6111,0.2545,0.6606,0.02477,0.00370
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,0.50,ok,0.08238,0.00307,0.09567,2.01333,0.00369,0.00000,0.6705,0.2015,0.7179,0.03935,0.00400
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,0.60,ok,0.08288,0.00308,0.11726,2.03444,0.00383,0.00000,0.7391,0.1571,0.7863,0.06046,0.00423
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,0.70,ok,0.08075,0.00305,0.14098,2.06031,0.00393,0.00000,0.8106,0.1231,0.8580,0.08633,0.00443
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,0.80,ok,0.08163,0.00306,0.16750,2.08598,0.00408,0.00000,0.8890,0.0942,0.9392,0.11200,0.00463
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,0.90,ok,0.07775,0.00299,0.19607,2.11847,0.00414,0.00000,0.9679,0.0706,1.0222,0.14448,0.00473
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,1.00,ok,0.07487,0.00294,0.22613,2.15146,0.00422,0.00000,1.0505,0.0513,1.1103,0.17747,0.00486
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,1.10,ok,0.07250,0.00290,0.25586,2.18363,0.00429,0.00000,1.1327,0.0372,1.1972,0.20965,0.00496
hole_07,0.000,0.000,10,mid,fall,10,4.411,4.207,20.00,2.03,1.20,ok,0.06913,0.00284,0.28720,2.21842,0.00432,0.00000,1.2210,0.0263,1.2895,0.24444,0.00502
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,0.00,ok,0.04163,0.00223,0.27663,2.24698,0.00415,0.00000,0.7014,0.5323,0.9233,0.00000,0.00000
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,0.10,ok,0.04713,0.00237,0.28227,2.24747,0.00432,0.00000,0.8543,0.4905,0.9397,0.00049,0.00289
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,0.20,ok,0.04838,0.00240,0.29241,2.25701,0.00440,0.00000,0.9249,0.4524,0.9649,0.01003,0.00357
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,0.30,ok,0.05250,0.00249,0.30352,2.26491,0.00456,0.00000,0.9886,0.4173,0.9976,0.01793,0.00402
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,0.40,ok,0.05337,0.00251,0.31660,2.27821,0.00465,0.00000,1.0494,0.3848,1.0334,0.03123,0.00435
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,0.50,ok,0.05437,0.00254,0.33210,2.29411,0.00475,0.00000,1.1156,0.3548,1.0777,0.04713,0.00461
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,0.60,ok,0.05375,0.00252,0.34942,2.31370,0.00481,0.00000,1.1807,0.3256,1.1270,0.06672,0.00486
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,0.70,ok,0.05362,0.00252,0.36758,2.33387,0.00490,0.00000,1.2412,0.2948,1.1816,0.08689,0.00508
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,0.80,ok,0.05350,0.00252,0.38683,2.35542,0.00498,0.00000,1.3127,0.2703,1.2416,0.10844,0.00529
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,0.90,ok,0.05325,0.00251,0.40630,2.37752,0.00505,0.00000,1.3850,0.2481,1.3052,0.13054,0.00549
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,1.00,ok,0.05325,0.00251,0.42598,2.39978,0.00512,0.00000,1.4572,0.2272,1.3720,0.15280,0.00571
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,1.10,ok,0.05237,0.00249,0.44565,2.42309,0.00517,0.00000,1.5180,0.2022,1.4408,0.17611,0.00588
hole_07,0.000,0.000,10,hcp30,fall,10,4.411,4.207,20.00,2.03,1.20,ok,0.04988,0.00243,0.46663,2.44968,0.00517,0.00000,1.5917,0.1830,1.5148,0.20270,0.00601
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,0.00,ok,0.11663,0.00359,0.00527,1.88864,0.00362,0.00000,0.3261,0.5687,0.3960,0.03267,0.00404
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,0.10,ok,0.13487,0.00382,0.00691,1.87204,0.00386,0.00000,0.3800,0.4759,0.4061,0.01606,0.00340
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,0.20,ok,0.14838,0.00397,0.01001,1.86164,0.00404,0.00000,0.4296,0.3844,0.4329,0.00566,0.00282
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,0.30,ok,0.15825,0.00408,0.01457,1.85632,0.00417,0.00000,0.4783,0.2958,0.4730,0.00034,0.00213
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,0.40,ok,0.16587,0.00416,0.02185,1.85597,0.00430,0.00000,0.5458,0.2224,0.5335,0.00000,0.00000
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,0.50,ok,0.16912,0.00419,0.03049,1.86137,0.00440,0.00000,0.6075,0.1640,0.5971,0.00539,0.00172
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,0.60,ok,0.17025,0.00420,0.04227,1.87202,0.00449,0.00000,0.6806,0.1160,0.6745,0.01604,0.00236
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,0.70,ok,0.16775,0.00418,0.05652,1.88877,0.00456,0.00000,0.7614,0.0847,0.7571,0.03280,0.00276
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,0.80,ok,0.16725,0.00417,0.07341,1.90616,0.00467,0.00000,0.8450,0.0572,0.8474,0.05018,0.00312
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,0.90,ok,0.16437,0.00414,0.09256,1.92818,0.00476,0.00000,0.9318,0.0383,0.9397,0.07221,0.00342
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,1.00,ok,0.16037,0.00410,0.11401,1.95364,0.00485,0.00000,1.0213,0.0249,1.0340,0.09766,0.00364
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,1.10,ok,0.15400,0.00404,0.13715,1.98316,0.00490,0.00000,1.1119,0.0163,1.1277,0.12718,0.00385
hole_07,0.000,0.000,10,tour,fall,11,5.924,1.438,20.00,2.03,1.20,ok,0.14888,0.00398,0.16193,2.01306,0.00497,0.00000,1.2056,0.0095,1.2246,0.15709,0.00404
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,0.00,ok,0.05725,0.00260,0.03312,1.97589,0.00279,0.00000,0.3949,0.5378,0.5161,0.00000,0.00000
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,0.10,ok,0.06225,0.00270,0.03886,1.97662,0.00293,0.00000,0.4455,0.4579,0.5301,0.00073,0.00190
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,0.20,ok,0.06538,0.00276,0.04860,1.98324,0.00307,0.00000,0.4937,0.3778,0.5584,0.00735,0.00244
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,0.30,ok,0.07312,0.00291,0.06092,1.98781,0.00330,0.00000,0.5476,0.3094,0.5983,0.01192,0.00287
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,0.40,ok,0.07537,0.00295,0.07789,2.00254,0.00346,0.00000,0.6104,0.2463,0.6516,0.02665,0.00327
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,0.50,ok,0.07725,0.00299,0.09611,2.01890,0.00360,0.00000,0.6706,0.1971,0.7083,0.04301,0.00349
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,0.60,ok,0.08000,0.00303,0.11788,2.03792,0.00378,0.00000,0.7399,0.1557,0.7756,0.06204,0.00374
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,0.70,ok,0.08100,0.00305,0.14265,2.06171,0.00394,0.00000,0.8126,0.1190,0.8510,0.08582,0.00400
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,0.80,ok,0.08100,0.00305,0.16975,2.08884,0.00408,0.00000,0.8882,0.0879,0.9320,0.11295,0.00421
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,0.90,ok,0.07913,0.00302,0.19850,2.11949,0.00418,0.00000,0.9668,0.0641,1.0159,0.14361,0.00436
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,1.00,ok,0.07988,0.00303,0.22844,2.14873,0.00432,0.00000,1.0497,0.0440,1.1056,0.17284,0.00456
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,1.10,ok,0.07725,0.00299,0.25901,2.18197,0.00439,0.00000,1.1359,0.0314,1.1950,0.20608,0.00467
hole_07,0.000,0.000,10,mid,fall,11,5.924,1.438,20.00,2.03,1.20,ok,0.07287,0.00291,0.29067,2.21807,0.00440,0.00000,1.2255,0.0227,1.2864,0.24218,0.00475
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,0.00,ok,0.04863,0.00240,0.26439,2.22658,0.00426,0.00000,0.8384,0.5355,0.9234,0.00000,0.00000
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,0.10,ok,0.05250,0.00249,0.27192,2.23063,0.00440,0.00000,0.9211,0.4980,0.9418,0.00406,0.00233
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,0.20,ok,0.05750,0.00260,0.28070,2.23501,0.00456,0.00000,0.9718,0.4588,0.9662,0.00843,0.00318
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,0.30,ok,0.05850,0.00262,0.29255,2.24672,0.00466,0.00000,1.0273,0.4225,0.9968,0.02015,0.00369
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,0.40,ok,0.06012,0.00266,0.30697,2.26066,0.00479,0.00000,1.0918,0.3881,1.0372,0.03408,0.00425
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,0.50,ok,0.06225,0.00270,0.32169,2.27456,0.00492,0.00000,1.1498,0.3560,1.0817,0.04799,0.00453
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,0.60,ok,0.06200,0.00270,0.33862,2.29332,0.00501,0.00000,1.2132,0.3256,1.1319,0.06675,0.00482
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,0.70,ok,0.06388,0.00273,0.35561,2.31020,0.00513,0.00000,1.2757,0.2960,1.1874,0.08362,0.00511
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,0.80,ok,0.06338,0.00272,0.37379,2.33081,0.00521,0.00000,1.3418,0.2708,1.2452,0.10424,0.00540
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,0.90,ok,0.06187,0.00269,0.39368,2.35444,0.00526,0.00000,1.4065,0.2440,1.3095,0.12786,0.00560
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,1.00,ok,0.06037,0.00266,0.41451,2.37927,0.00531,0.00000,1.4783,0.2206,1.3797,0.15269,0.00579
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,1.10,ok,0.05975,0.00265,0.43424,2.40223,0.00537,0.00000,1.5429,0.1965,1.4506,0.17565,0.00598
hole_07,0.000,0.000,10,hcp30,fall,11,5.924,1.438,20.00,2.03,1.20,ok,0.06000,0.00266,0.45356,2.42408,0.00544,0.00000,1.6160,0.1778,1.5246,0.19750,0.00616
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,0.00,ok,0.12412,0.00369,0.00525,1.88113,0.00371,0.00000,0.3445,0.5559,0.3946,0.02863,0.00291
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,0.10,ok,0.13862,0.00386,0.00724,1.86862,0.00391,0.00000,0.3890,0.4619,0.4064,0.01612,0.00243
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,0.20,ok,0.15350,0.00403,0.01073,1.85723,0.00410,0.00000,0.4420,0.3742,0.4359,0.00474,0.00175
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,0.30,ok,0.16350,0.00413,0.01600,1.85250,0.00424,0.00000,0.4973,0.2921,0.4799,0.00000,0.00000
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,0.40,ok,0.16950,0.00419,0.02349,1.85399,0.00435,0.00000,0.5629,0.2249,0.5383,0.00150,0.00163
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,0.50,ok,0.17438,0.00424,0.03316,1.85878,0.00447,0.00000,0.6260,0.1590,0.6083,0.00629,0.00222
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,0.60,ok,0.17388,0.00424,0.04553,1.87165,0.00455,0.00000,0.7000,0.1115,0.6875,0.01916,0.00264
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,0.70,ok,0.17162,0.00422,0.05962,1.88800,0.00462,0.00000,0.7739,0.0767,0.7683,0.03550,0.00292
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,0.80,ok,0.16637,0.00416,0.07717,1.91079,0.00468,0.00000,0.8612,0.0543,0.8583,0.05830,0.00313
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,0.90,ok,0.16287,0.00413,0.09685,1.93397,0.00477,0.00000,0.9508,0.0369,0.9525,0.08148,0.00335
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,1.00,ok,0.15712,0.00407,0.11861,1.96149,0.00483,0.00000,1.0414,0.0245,1.0474,0.10900,0.00358
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,1.10,ok,0.15225,0.00402,0.14044,1.98819,0.00490,0.00000,1.1274,0.0159,1.1373,0.13570,0.00376
hole_07,0.000,0.000,10,tour,fall,12,5.849,-1.717,20.00,2.03,1.20,ok,0.14613,0.00395,0.16563,2.01951,0.00496,0.00000,1.2237,0.0105,1.2355,0.16701,0.00394
hole_07,0.000,0.000,10,mid,fall,12,5.849,-1.717,20.00,2.03,0.00,ok,0.06538,0.00276,0.03150,1.96613,0.00295,0.00000,0.4009,0.5315,0.5104,0.00000,0.00000
hole_07,0.000,0.000,10,mid,fall,12,5.849,-1.717,20.00,2.03,0.10,ok,0.06988,0.00285,0.03797,1.96811,0.00308,0.00000,0.4473,0.4526,0.5251,0.00197,0.00145
hole_07,0.000,0.000,10,mid,fall,12,5.849,-1.717,20.00,2.03,0.20,ok,0.07750,0.00299,0.04774,1.97026,0.00329,0.00000,0.5005,0.3798,0.5544,0.00412,0.00202
hole_07,0.000,0.000,10,mid,fall,12,5.849,-1.717,20.00,2.03,0.30,ok,0.08175,0.00306,0.06072,1.97899,0.00346,0.00000,0.5546,0.3120,0.5943,0.01285,0.00234
